Domain,Country,Element,Item,Year,Unit,Value,Flag Description
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Fish, Liver Oil",1996,tonnes,169,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Fish, Liver Oil",1997,tonnes,172,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Fish, Liver Oil",1998,tonnes,145,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Fish, Liver Oil",1999,tonnes,174,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Fish, Liver Oil",2000,tonnes,113,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Fish, Liver Oil",2001,tonnes,37,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Fish, Liver Oil",2002,tonnes,28,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Fish, Liver Oil",2003,tonnes,46,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Fish, Liver Oil",2004,tonnes,84,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Fish, Liver Oil",2005,tonnes,160,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Fish, Liver Oil",2006,tonnes,42,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Fish, Liver Oil",2007,tonnes,49,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Fish, Liver Oil",2008,tonnes,67,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Fish, Liver Oil",2009,tonnes,92,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Fish, Liver Oil",2010,tonnes,301,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Fish, Liver Oil",2011,tonnes,386,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Fish, Liver Oil",2012,tonnes,565,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Fish, Liver Oil",2013,tonnes,565,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Freshwater Fish,1961,tonnes,700000,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Freshwater Fish,1962,tonnes,700000,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Freshwater Fish,1963,tonnes,700000,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Freshwater Fish,1964,tonnes,700000,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Freshwater Fish,1965,tonnes,800000,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Freshwater Fish,1966,tonnes,800000,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Freshwater Fish,1967,tonnes,800000,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Freshwater Fish,1968,tonnes,800000,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Freshwater Fish,1969,tonnes,800000,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Freshwater Fish,1970,tonnes,912700,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Freshwater Fish,1971,tonnes,892100,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Freshwater Fish,1972,tonnes,886600,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Freshwater Fish,1973,tonnes,971200,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Freshwater Fish,1974,tonnes,971594,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Freshwater Fish,1975,tonnes,1002872,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Freshwater Fish,1976,tonnes,998683,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Freshwater Fish,1977,tonnes,1019474,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Freshwater Fish,1978,tonnes,1008628,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Freshwater Fish,1979,tonnes,1067497,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Freshwater Fish,1980,tonnes,1178218,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Freshwater Fish,1981,tonnes,1304539,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Freshwater Fish,1982,tonnes,1491646,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Freshwater Fish,1983,tonnes,1771910,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Freshwater Fish,1984,tonnes,2184562,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Freshwater Fish,1985,tonnes,2782224,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Freshwater Fish,1986,tonnes,3383439,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Freshwater Fish,1987,tonnes,3950364,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Freshwater Fish,1988,tonnes,4422838,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Freshwater Fish,1989,tonnes,4761273,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Freshwater Fish,1990,tonnes,5085739,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Freshwater Fish,1991,tonnes,5358019,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Freshwater Fish,1992,tonnes,6008790,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Freshwater Fish,1993,tonnes,7221597,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Freshwater Fish,1994,tonnes,8687636,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Freshwater Fish,1995,tonnes,10290130,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Freshwater Fish,1996,tonnes,11903817,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Freshwater Fish,1997,tonnes,12378641,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Freshwater Fish,1998,tonnes,12808069,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Freshwater Fish,1999,tonnes,13551509,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Freshwater Fish,2000,tonnes,13925357,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Freshwater Fish,2001,tonnes,14270699,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Freshwater Fish,2002,tonnes,14956052,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Freshwater Fish,2003,tonnes,15628911,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Freshwater Fish,2004,tonnes,16468663,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Freshwater Fish,2005,tonnes,17464589,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Freshwater Fish,2006,tonnes,18458878,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Freshwater Fish,2007,tonnes,19172287,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Freshwater Fish,2008,tonnes,20076649,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Freshwater Fish,2009,tonnes,21195434,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Freshwater Fish,2010,tonnes,22340333,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Freshwater Fish,2011,tonnes,23517130,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Freshwater Fish,2012,tonnes,25056608,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Freshwater Fish,2013,tonnes,25056608,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Freshwater Fish,1961,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Freshwater Fish,1962,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Freshwater Fish,1963,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Freshwater Fish,1964,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Freshwater Fish,1965,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Freshwater Fish,1966,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Freshwater Fish,1967,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Freshwater Fish,1968,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Freshwater Fish,1969,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Freshwater Fish,1970,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Freshwater Fish,1971,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Freshwater Fish,1972,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Freshwater Fish,1973,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Freshwater Fish,1974,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Freshwater Fish,1975,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Freshwater Fish,1976,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Freshwater Fish,1977,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Freshwater Fish,1978,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Freshwater Fish,1979,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Freshwater Fish,1980,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Freshwater Fish,1981,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Freshwater Fish,1982,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Freshwater Fish,1983,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Freshwater Fish,1984,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Freshwater Fish,1985,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Freshwater Fish,1986,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Freshwater Fish,1987,tonnes,74,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Freshwater Fish,1988,tonnes,6,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Freshwater Fish,1989,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Freshwater Fish,1990,tonnes,180,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Freshwater Fish,1991,tonnes,230,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Freshwater Fish,1992,tonnes,3293,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Freshwater Fish,1993,tonnes,2014,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Freshwater Fish,1994,tonnes,9039,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Freshwater Fish,1995,tonnes,7030,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Freshwater Fish,1996,tonnes,6671,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Freshwater Fish,1997,tonnes,14744,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Freshwater Fish,1998,tonnes,29762,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Freshwater Fish,1999,tonnes,23075,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Freshwater Fish,2000,tonnes,31130,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Freshwater Fish,2001,tonnes,58013,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Freshwater Fish,2002,tonnes,54036,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Freshwater Fish,2003,tonnes,83353,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Freshwater Fish,2004,tonnes,102121,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Freshwater Fish,2005,tonnes,156987,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Freshwater Fish,2006,tonnes,192421,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Freshwater Fish,2007,tonnes,171398,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Freshwater Fish,2008,tonnes,154603,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Freshwater Fish,2009,tonnes,255007,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Freshwater Fish,2010,tonnes,215423,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Freshwater Fish,2011,tonnes,273888,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Freshwater Fish,2012,tonnes,184509,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Freshwater Fish,2013,tonnes,184509,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Freshwater Fish,1961,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Freshwater Fish,1962,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Freshwater Fish,1963,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Freshwater Fish,1964,tonnes,25833,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Freshwater Fish,1965,tonnes,25767,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Freshwater Fish,1966,tonnes,29600,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Freshwater Fish,1967,tonnes,30367,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Freshwater Fish,1968,tonnes,29067,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Freshwater Fish,1969,tonnes,31000,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Freshwater Fish,1970,tonnes,25441,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Freshwater Fish,1971,tonnes,31147,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Freshwater Fish,1972,tonnes,31741,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Freshwater Fish,1973,tonnes,31706,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Freshwater Fish,1974,tonnes,30331,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Freshwater Fish,1975,tonnes,33692,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Freshwater Fish,1976,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Freshwater Fish,1977,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Freshwater Fish,1978,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Freshwater Fish,1979,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Freshwater Fish,1980,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Freshwater Fish,1981,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Freshwater Fish,1982,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Freshwater Fish,1983,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Freshwater Fish,1984,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Freshwater Fish,1985,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Freshwater Fish,1986,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Freshwater Fish,1987,tonnes,1663,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Freshwater Fish,1988,tonnes,1960,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Freshwater Fish,1989,tonnes,1510,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Freshwater Fish,1990,tonnes,1813,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Freshwater Fish,1991,tonnes,1492,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Freshwater Fish,1992,tonnes,4591,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Freshwater Fish,1993,tonnes,4692,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Freshwater Fish,1994,tonnes,9076,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Freshwater Fish,1995,tonnes,8826,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Freshwater Fish,1996,tonnes,6925,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Freshwater Fish,1997,tonnes,87462,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Freshwater Fish,1998,tonnes,99055,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Freshwater Fish,1999,tonnes,111652,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Freshwater Fish,2000,tonnes,125832,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Freshwater Fish,2001,tonnes,136437,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Freshwater Fish,2002,tonnes,171040,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Freshwater Fish,2003,tonnes,200102,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Freshwater Fish,2004,tonnes,273950,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Freshwater Fish,2005,tonnes,296734,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Freshwater Fish,2006,tonnes,383620,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Freshwater Fish,2007,tonnes,472637,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Freshwater Fish,2008,tonnes,490116,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Freshwater Fish,2009,tonnes,643416,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Freshwater Fish,2010,tonnes,760969,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Freshwater Fish,2011,tonnes,717954,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Freshwater Fish,2012,tonnes,1014973,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Freshwater Fish,2013,tonnes,1014973,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Hides and skins,1961,tonnes,55090,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Hides and skins,1962,tonnes,61152,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Hides and skins,1963,tonnes,75113,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Hides and skins,1964,tonnes,85476,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Hides and skins,1965,tonnes,95279,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Hides and skins,1966,tonnes,107252,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Hides and skins,1967,tonnes,113434,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Hides and skins,1968,tonnes,116421,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Hides and skins,1969,tonnes,118564,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Hides and skins,1970,tonnes,119416,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Hides and skins,1971,tonnes,133419,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Hides and skins,1972,tonnes,143017,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Hides and skins,1973,tonnes,156670,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Hides and skins,1974,tonnes,160835,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Hides and skins,1975,tonnes,169012,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Hides and skins,1976,tonnes,163231,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Hides and skins,1977,tonnes,169533,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Hides and skins,1978,tonnes,174293,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Hides and skins,1979,tonnes,198003,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Hides and skins,1980,tonnes,224280,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Hides and skins,1981,tonnes,228828,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Hides and skins,1982,tonnes,239934,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Hides and skins,1983,tonnes,250465,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Hides and skins,1984,tonnes,270626,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Hides and skins,1985,tonnes,285263,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Hides and skins,1986,tonnes,344367,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Hides and skins,1987,tonnes,401333,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Hides and skins,1988,tonnes,456703,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Hides and skins,1989,tonnes,505518,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Hides and skins,1990,tonnes,564310,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Hides and skins,1991,tonnes,642093,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Hides and skins,1992,tonnes,756485,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Hides and skins,1993,tonnes,881736,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Hides and skins,1994,tonnes,1073552,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Hides and skins,1995,tonnes,1241608,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Hides and skins,1996,tonnes,1316917,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Hides and skins,1997,tonnes,1577417,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Hides and skins,1998,tonnes,1728099,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Hides and skins,1999,tonnes,1826713,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Hides and skins,2000,tonnes,1933721,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Hides and skins,2001,tonnes,1978816,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Hides and skins,2002,tonnes,2039568,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Hides and skins,2003,tonnes,2150526,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Hides and skins,2004,tonnes,2268027,Standardized data
