Domain,Country,Element,Item,Year,Unit,Value,Flag Description
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Cephalopods,1996,tonnes,54429,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Cephalopods,1997,tonnes,43557,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Cephalopods,1998,tonnes,44787,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Cephalopods,1999,tonnes,99316,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Cephalopods,2000,tonnes,234312,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Cephalopods,2001,tonnes,195862,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Cephalopods,2002,tonnes,204539,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Cephalopods,2003,tonnes,130125,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Cephalopods,2004,tonnes,203891,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Cephalopods,2005,tonnes,190125,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Cephalopods,2006,tonnes,279091,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Cephalopods,2007,tonnes,350972,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Cephalopods,2008,tonnes,375875,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Cephalopods,2009,tonnes,255239,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Cephalopods,2010,tonnes,254830,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Cephalopods,2011,tonnes,301802,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Cephalopods,2012,tonnes,388194,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Cephalopods,2013,tonnes,388194,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cephalopods,1961,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cephalopods,1962,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cephalopods,1963,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cephalopods,1964,tonnes,6400,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cephalopods,1965,tonnes,5200,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cephalopods,1966,tonnes,6000,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cephalopods,1967,tonnes,4000,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cephalopods,1968,tonnes,3200,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cephalopods,1969,tonnes,3800,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cephalopods,1970,tonnes,2900,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cephalopods,1971,tonnes,4700,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cephalopods,1972,tonnes,4900,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cephalopods,1973,tonnes,3900,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cephalopods,1974,tonnes,3800,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cephalopods,1975,tonnes,4100,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cephalopods,1976,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cephalopods,1977,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cephalopods,1978,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cephalopods,1979,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cephalopods,1980,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cephalopods,1981,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cephalopods,1982,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cephalopods,1983,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cephalopods,1984,tonnes,1200,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cephalopods,1985,tonnes,1300,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cephalopods,1986,tonnes,2000,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cephalopods,1987,tonnes,3019,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cephalopods,1988,tonnes,3966,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cephalopods,1989,tonnes,6841,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cephalopods,1990,tonnes,5018,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cephalopods,1991,tonnes,6247,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cephalopods,1992,tonnes,11098,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cephalopods,1993,tonnes,17177,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cephalopods,1994,tonnes,39258,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cephalopods,1995,tonnes,39192,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cephalopods,1996,tonnes,57979,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cephalopods,1997,tonnes,55613,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cephalopods,1998,tonnes,78721,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cephalopods,1999,tonnes,79364,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cephalopods,2000,tonnes,87268,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cephalopods,2001,tonnes,101382,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cephalopods,2002,tonnes,102826,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cephalopods,2003,tonnes,117030,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cephalopods,2004,tonnes,152306,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cephalopods,2005,tonnes,137424,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cephalopods,2006,tonnes,153587,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cephalopods,2007,tonnes,148475,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cephalopods,2008,tonnes,140649,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cephalopods,2009,tonnes,200038,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cephalopods,2010,tonnes,260814,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cephalopods,2011,tonnes,268371,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cephalopods,2012,tonnes,447323,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cephalopods,2013,tonnes,447323,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Cheese,1961,tonnes,53628,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Cheese,1962,tonnes,54710,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Cheese,1963,tonnes,55992,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Cheese,1964,tonnes,57140,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Cheese,1965,tonnes,58330,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Cheese,1966,tonnes,60532,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Cheese,1967,tonnes,61120,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Cheese,1968,tonnes,47948,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Cheese,1969,tonnes,49096,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Cheese,1970,tonnes,51560,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Cheese,1971,tonnes,54780,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Cheese,1972,tonnes,57120,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Cheese,1973,tonnes,57400,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Cheese,1974,tonnes,61640,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Cheese,1975,tonnes,65180,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Cheese,1976,tonnes,69520,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Cheese,1977,tonnes,71680,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Cheese,1978,tonnes,74920,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Cheese,1979,tonnes,78160,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Cheese,1980,tonnes,72760,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Cheese,1981,tonnes,85320,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Cheese,1982,tonnes,92200,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Cheese,1983,tonnes,104920,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Cheese,1984,tonnes,117160,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Cheese,1985,tonnes,117280,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Cheese,1986,tonnes,124400,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Cheese,1987,tonnes,136200,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Cheese,1988,tonnes,143800,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Cheese,1989,tonnes,149880,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Cheese,1990,tonnes,160200,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Cheese,1991,tonnes,162120,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Cheese,1992,tonnes,166940,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Cheese,1993,tonnes,177270,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Cheese,1994,tonnes,199600,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Cheese,1995,tonnes,184700,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Cheese,1996,tonnes,185100,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Cheese,1997,tonnes,190600,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Cheese,1998,tonnes,173800,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Cheese,1999,tonnes,185900,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Cheese,2000,tonnes,205950,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Cheese,2001,tonnes,217220,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Cheese,2002,tonnes,225280,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Cheese,2003,tonnes,224850,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Cheese,2004,tonnes,267531,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Cheese,2005,tonnes,274500,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Cheese,2006,tonnes,274850,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Cheese,2007,tonnes,261200,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Cheese,2008,tonnes,276490,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Cheese,2009,tonnes,275900,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Cheese,2010,tonnes,279250,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Cheese,2011,tonnes,266400,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Cheese,2012,tonnes,266320,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Cheese,2013,tonnes,262350,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Cheese,1961,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Cheese,1962,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Cheese,1963,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Cheese,1964,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Cheese,1965,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Cheese,1966,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Cheese,1967,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Cheese,1968,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Cheese,1969,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Cheese,1970,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Cheese,1971,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Cheese,1972,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Cheese,1973,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Cheese,1974,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Cheese,1975,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Cheese,1976,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Cheese,1977,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Cheese,1978,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Cheese,1979,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Cheese,1980,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Cheese,1981,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Cheese,1982,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Cheese,1983,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Cheese,1984,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Cheese,1985,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Cheese,1986,tonnes,85,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Cheese,1987,tonnes,126,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Cheese,1988,tonnes,134,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Cheese,1989,tonnes,139,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Cheese,1990,tonnes,177,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Cheese,1991,tonnes,222,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Cheese,1992,tonnes,445,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Cheese,1993,tonnes,471,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Cheese,1994,tonnes,1581,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Cheese,1995,tonnes,1859,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Cheese,1996,tonnes,345,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Cheese,1997,tonnes,235,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Cheese,1998,tonnes,460,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Cheese,1999,tonnes,1182,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Cheese,2000,tonnes,1968,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Cheese,2001,tonnes,2030,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Cheese,2002,tonnes,2533,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Cheese,2003,tonnes,4614,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Cheese,2004,tonnes,7244,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Cheese,2005,tonnes,7178,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Cheese,2006,tonnes,9892,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Cheese,2007,tonnes,13190,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Cheese,2008,tonnes,13894,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Cheese,2009,tonnes,16977,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Cheese,2010,tonnes,22920,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Cheese,2011,tonnes,28602,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Cheese,2012,tonnes,38806,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Cheese,2013,tonnes,47331,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cheese,1961,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cheese,1962,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cheese,1963,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cheese,1964,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cheese,1965,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cheese,1966,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cheese,1967,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cheese,1968,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cheese,1969,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cheese,1970,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cheese,1971,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cheese,1972,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cheese,1973,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cheese,1974,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cheese,1975,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cheese,1976,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cheese,1977,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cheese,1978,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cheese,1979,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cheese,1980,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cheese,1981,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cheese,1982,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cheese,1983,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cheese,1984,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cheese,1985,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cheese,1986,tonnes,5,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cheese,1987,tonnes,6,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cheese,1988,tonnes,5,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cheese,1989,tonnes,5,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cheese,1990,tonnes,5,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cheese,1991,tonnes,6,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cheese,1992,tonnes,22,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cheese,1993,tonnes,15,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cheese,1994,tonnes,92,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cheese,1995,tonnes,66,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cheese,1996,tonnes,21,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cheese,1997,tonnes,827,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cheese,1998,tonnes,826,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cheese,1999,tonnes,309,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cheese,2000,tonnes,407,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cheese,2001,tonnes,514,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cheese,2002,tonnes,606,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cheese,2003,tonnes,547,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cheese,2004,tonnes,552,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cheese,2005,tonnes,659,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cheese,2006,tonnes,540,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cheese,2007,tonnes,472,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cheese,2008,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cheese,2009,tonnes,114,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cheese,2010,tonnes,196,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cheese,2011,tonnes,339,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cheese,2012,tonnes,400,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,Cheese,2013,tonnes,119,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,Cream,1961,tonnes,0,Standardized data
