AreaName,Year,Stock_largeAni,Stock_cattle,Stock_horse,Stock_donkey,Stock_mule,Stock_camel,Out_hog,Stock_hog,Stock_gt_shp,Stock_goat,Stock_sheep,Out_cattle,Out_gt_shp,Out_poultry,MeatYield,MeatYield_hg_ct_gt_shp,MeatYield_hog,MeatYield_cattle,MeatYield_gt_shp,MilkYield,MilkYield_cattle,WoolYield_sheep,WoolYield_sheep_fine,WoolYield_sheep_semi,WoolYield_goat_thick,WoolYield_goat_cashmere,EggYield,HoneyYield
Anhui,2000,559.35,552.95,1.58,3.73,1.09,0.0,2226.8,1858.4,794.94,792.52,2.43,244.18,935.81,46521.34,297.849,227.9184,184.8244,31.8794,11.2146,4.1204,4.1194,174.0,9.0,165.0,82.0,1.0,107.4,1.1
Fujian,2000,111.55,111.44,0.07,0.0,0.0,0.0,1347.65,1108.57,96.22,96.22,0.0,21.31,97.8,20633.89,137.584901,109.903101,106.453901,2.1177,1.3315,9.9054,9.5993,0.0,0.0,0.0,9.0,0.0,40.7,0.5
Jiangxi,2000,369.36,369.36,0.0,0.0,0.0,0.0,1863.0,1755.0,81.14,75.13,6.01,57.45,61.64,28521.55,184.4061,149.5704,143.451,5.236000000000001,0.8834,5.8202,5.6126,0.0,0.0,0.0,2.0,0.0,33.5,0.7
Shandong,2000,1140.28,1008.61,19.8,94.33,17.54,0.0,3426.78,2660.34,2784.73,2160.16,624.57,413.8,3014.91,109168.0,560.15,379.86,285.88,69.18,24.8,70.47,45.73,17808.0,3917.0,9629.0,8618.0,1042.0,366.2,1.0
Henan,2000,1445.73,1340.23,29.27,49.47,26.76,0.0,3930.0,3587.69,2961.36,2730.13,231.23,578.0,2903.83,43872.31,502.0,437.8812,322.8812,83.0,32.0,20.2136,16.0972,7736.0,1585.0,4875.0,2641.0,277.0,270.0,2.3
Hubei,2000,431.5,428.38,1.83,0.98,0.31,0.0,2418.63,1900.37,224.8,223.55,1.25,104.26,205.26,29967.3,248.8458,210.3282,193.4904,13.7983,3.0395,5.9445,5.6433,35.0,24.0,10.0,52.0,0.0,102.6,0.9
Hunan,2000,509.8,504.83,4.5,0.21,0.26,0.0,5491.3,3583.8,375.16,374.86,0.3,128.07,397.06,30448.88,434.7186,391.3417,371.7571,13.4858,6.0988,1.0552,1.0552,3.0,3.0,0.0,18.0,0.0,52.3,0.5
Guangdong,2000,420.7,420.64,0.06,0.0,0.0,0.0,2954.98,2034.79,29.33,29.33,0.0,47.64,22.01,92913.43,322.2311,212.4497,206.8487,5.1676,0.4334,9.5177,9.1906,0.0,0.0,0.0,10.0,0.0,33.1,1.6
Guangxi,2000,814.51,775.25,36.82,0.06,2.38,0.0,2749.9,3171.8,241.8,241.8,0.0,108.91,164.98,37981.88,276.2398,219.1018,206.84900000000002,9.7851,2.4677,1.6880000000000002,1.6816,0.0,0.0,0.0,0.0,0.0,14.5,0.6
Hainan,2000,144.94,144.94,0.0,0.0,0.0,0.0,256.54,343.95,92.48,92.48,0.0,22.79,72.14,7636.65,37.9763,25.7086,22.6657,2.0515,0.9914,0.032,0.032,0.0,0.0,0.0,0.0,0.0,2.9,0.0
Chongqing,2000,167.45,164.05,2.19,0.19,1.02,0.0,1821.0,1610.0,160.64,160.46,0.18,38.49,167.94,10209.07,153.6057,138.437,132.1499,4.4043,1.8828,5.5989,5.5987,6.0,6.0,0.0,0.0,0.0,27.9,0.4
Sichuan,2000,1089.01,1002.77,71.29,7.45,7.5,0.0,5774.9,4781.07,1321.55,902.2,419.35,208.97,1038.28,58169.58,555.545,459.1704,419.1007,23.8252,16.2445,28.9168,28.4899,4108.0,291.0,1624.0,398.0,25.0,99.7,2.3
Guizhou,2000,731.49,658.08,71.27,0.16,1.98,0.0,1164.51,1802.65,341.76,321.36,20.4,51.35,165.47,2992.02,123.82108999999998,116.00708999999999,104.80899000000001,6.9854,4.2127,1.692,1.692,273.0,39.0,220.0,26.0,0.0,6.5,0.2
Yunnan,2000,1036.32,854.82,86.28,32.1,63.12,0.0,2033.26,2587.14,892.92,770.83,122.09,124.15,330.31,8313.22,204.8666,191.2079,172.6359,12.7679,5.8041,14.6909,12.9677,1690.0,365.0,1085.0,118.0,0.0,10.6,0.7
Tibet,2000,578.57,526.24,38.51,12.51,1.31,0.0,13.64,23.47,1664.27,589.43,1074.84,80.13,437.52,0.0,14.9,14.933760999999999,0.79343,8.476985,5.663346,20.402908,16.19809,7947.0,103.0,5418.0,1834.0,682.0,0.2,0.0
Shaanxi,2000,301.92,257.71,1.8,29.95,12.46,0.0,752.43,639.85,635.34,499.87,135.47,62.91,347.71,5136.02,83.2177,74.1969,60.9424,7.8569,5.3976,63.8781,39.248000000000005,3593.0,2080.0,390.0,1007.0,546.0,42.5,0.3
Gansu,2000,562.84,343.43,26.37,125.31,65.55,2.18,562.59,548.23,1163.25,301.23,862.02,79.93,478.46,2465.76,58.8595,54.3091,38.9243,7.8507,7.5341,13.7387,13.3142,14145.0,5274.0,3044.0,1559.0,503.0,11.2,0.2
Qinghai,2000,441.36,390.95,33.78,5.95,9.02,1.66,112.0,104.0,1642.04,272.58,1369.46,75.04,440.95,242.24,20.8323,20.307000000000002,6.952999999999999,6.3529,7.0011,21.2852,20.6132,15588.0,308.0,4447.0,745.0,310.0,1.3,0.0
Ningxia,2000,92.1,60.5,1.0,19.93,10.59,0.08,133.5,120.3,394.27,130.44,263.83,28.16,220.5,1859.49,18.5194,15.454,8.8395,3.3051,3.3094,23.6388,23.6042,4703.0,154.0,590.0,715.0,364.0,7.6,0.1
Xinjiang,2000,632.93,384.98,102.57,125.94,2.74,16.7,142.04,132.98,3690.21,586.7,3103.51,154.53,2017.36,4534.23,83.6316,70.5494,10.81,22.2428,37.4966,78.2256,72.536,66678.0,28853.0,8361.0,3110.0,893.0,18.5,0.3
Beijing,2001,27.6,23.4,0.56,2.41,1.23,0.0,453.1,248.2,145.1,56.15,88.95,22.9,201.2,18646.46,69.1405,38.2244,31.1951,4.0118,3.0175,42.9076,42.9004,1351.0,19.0,1332.0,261.0,113.0,15.5587,0.2505
Tianjin,2001,35.37,27.0,0.81,5.56,2.0,0.0,306.2,182.9,82.1,18.18107252,63.91892748,21.6,108.6,6026.32,36.3972,27.8889,21.923000000000002,3.5283,2.4376,24.0553,24.0528,1332.0,37.1,1295.0,40.7,0.0,25.9953,0.0
Hebei,2001,944.06,701.61,43.31,138.92,60.22,0.0,3470.05,2592.51,2185.01,999.5097362,1185.500264,452.96,1934.68,55086.78,445.68199999999996,354.3269,260.2549,68.5023,25.5697,119.2613,107.3784,27475.0,4426.0,11867.0,4690.0,1018.0,369.6275,0.9394
Shanxi,2001,296.26,214.92,5.64,35.6,40.1,0.0,575.42,475.53,1096.94,495.05302209999996,601.8869779,55.7,483.6,3507.93,63.5274,57.6743,44.1525,6.5789,6.9429,40.3711,37.9001,7109.0,1517.0,866.0,1682.0,642.0,42.5589,0.2512
Inner Mongolia,2001,536.32,301.1,90.99,80.17,55.18,8.88,878.0,765.4,3515.9,1356.636141,2159.263859,161.8,2146.5,5339.9,149.5778,134.7828,78.9957,23.2147,32.5724,109.0457,106.2365,60894.0,35480.0,11926.0,4379.0,3999.0,26.379,0.1765
Liaoning,2001,411.73,251.1,35.66,93.49,31.48,0.0,1397.3,1291.8,449.4,212.57473019999998,236.82526980000003,181.9,267.29,41175.0,234.73447000000002,154.75267,123.7997,27.26257,3.6904,26.6415,24.2333,8339.0,4127.0,4154.0,767.0,282.0,148.3621,0.7973
Jilin,2001,550.99,454.6,62.46,16.62,17.31,0.0,1197.75,889.6,359.3,55.98155807,303.3184419,282.1,272.8,43113.8,192.9276,107.311,68.5995,35.2952,3.4163,16.4406,16.0465,22276.0,19767.0,2509.0,2050.0,45.0,82.9616,0.4975
Heilongjiang,2001,558.27,478.2,66.61,8.14,5.32,0.0,1006.7,971.2,567.8,147.34519,420.45480999999995,159.2,266.6,17625.8,137.5413,100.6767,73.1424,23.6152,3.9191,192.4412,188.9843,14540.0,4423.0,10117.0,182.0,58.0,80.3119,0.7331
Shanghai,2001,6.3,6.3,0.0,0.0,0.0,0.0,480.0,239.49,54.54,44.90618143,9.633818568999999,0.26,66.8,17500.0,56.1443,27.2654,26.3327,0.0,0.9,26.0441,26.0441,231.0,0.0,231.0,153.0,0.0,16.8659,0.07400000000000001
Jiangsu,2001,72.0,59.07,1.07,10.62,1.24,0.0,2919.45,2028.51,1088.12,1056.66,31.46,26.81,1433.59,58355.33,343.0861,238.0464,216.6816,5.0243,16.3405,36.0176,35.408,1017.0,821.0,196.0,7.0,0.0,180.13,0.6492
Zhejiang,2001,39.3,39.3,0.0,0.0,0.0,0.0,1669.3,1146.88,245.0,132.38919270000002,112.61080729999999,8.1,162.4,17017.0,136.1244,111.3,107.4,1.0,2.9,17.5874,17.5874,2319.0,2319.0,0.0,0.0,0.0,40.5512,7.2711
Anhui,2001,533.93,528.42,1.46,3.04,1.01,0.0,2408.04,1910.59,720.85,718.6788152,2.171184827,205.02,906.7,43802.77,306.74872,239.45052,199.86732,28.7028,10.8804,5.5075,5.5052,125.0,6.0,119.0,110.0,2.0,112.7183,1.4025
Fujian,2001,109.8,109.7,0.07,0.0,0.0,0.0,1438.01,1119.88,101.4,101.4,0.0,22.4,104.0,22002.7,139.987826,110.849426,107.182226,2.2143,1.4529,11.39,11.0984,0.0,0.0,0.0,16.0,0.0,40.108000000000004,0.5951
Jiangxi,2001,360.9,360.9,0.0,0.0,0.0,0.0,1998.25,1481.42,86.4,60.17303553,26.22696447,59.6,65.8,29091.9,193.8322,157.934,151.6672,5.3435,0.9233,5.928999999999999,5.9276,0.0,0.0,0.0,1.0,0.0,33.6352,0.7265
Shandong,2001,1124.76,1006.85,19.13,81.94,16.84,0.0,3594.69,2769.41,2904.47,2239.74,664.73,461.8,3210.88,119102.28,595.4393660000001,399.269926,298.7446,72.964526,27.5608,90.43049599999999,61.78123000000001,18377.86,4833.51,7818.18,8721.82,1030.36,379.0377,0.997589
Henan,2001,1428.93,1338.0,25.34,44.03,21.56,0.0,4218.99,3672.07,3120.07,2837.53,282.54,621.34,3132.01,48797.71,537.93,467.5141,343.7744,89.225,34.5147,30.0293,27.0247,8645.0,1705.0,5173.0,2306.0,394.0,286.0045,1.6083
Hubei,2001,409.73,406.9,1.72,0.85,0.26,0.0,2506.0,1885.8,226.5,224.9832369,1.5167630559999998,101.8,220.3,31438.7,264.2792,222.0729,205.0905,13.4307,3.5517,8.8271,8.7951,24.0,17.0,3.0,36.0,0.0,108.1805,0.8938
Hunan,2001,511.57,507.9,2.98,0.22,0.47,0.0,5540.5,3604.26,387.9,387.7100098,0.189990204,125.0,435.2,32672.0,456.84666,409.59496,389.76916,13.15,6.6758,1.8462,1.8462,2.0,2.0,0.0,0.0,0.0,54.6514,0.7663
Guangdong,2001,434.63,434.54,0.09,0.0,0.0,0.0,3052.2,2138.8,35.9,35.9,0.0,47.39,23.8,94517.2,333.3287,219.3297,213.653,5.2129,0.4638,10.4462,10.1845,0.0,0.0,0.0,32.0,0.0,33.1399,1.2168
Guangxi,2001,806.98,766.56,37.63,0.05,2.74,0.0,2768.4,3154.6,237.55,237.55,0.0,115.47,173.76,24617.29,266.1424,221.1105,208.0752,10.4328,2.6025,2.0503,2.0471,0.0,0.0,0.0,0.0,0.0,14.458,0.5903
Hainan,2001,150.2,150.2,0.0,0.0,0.0,0.0,259.18,301.0,97.0,97.0,0.0,19.9,84.0,8136.0,39.6835,26.4263,22.9074,2.3697,1.1492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1347,0.0654
Chongqing,2001,174.19,170.61,2.3,0.21,1.07,0.0,1702.32,1636.4,168.67,168.4891257,0.18087425199999999,41.18,182.62,10534.67,146.2803,129.3951,122.6351,4.71,2.05,6.7792,6.7791,6.0,6.0,0.0,0.0,0.0,29.7922,0.3849
Sichuan,2001,1111.92,1022.2,74.59,7.4,7.73,0.0,5964.0,5270.8,1287.0,903.80084,383.19916,207.0,1060.0,33497.3,541.336,479.8,441.2,22.3,16.3,33.3375,32.9588,4288.0,351.0,1814.0,384.0,43.0,108.759,2.6567
Guizhou,2001,746.12,671.4,72.56,0.14,2.02,0.0,1223.89,1787.66,350.0,329.90229689999995,20.09770312,55.91,179.2,4081.5,131.655762,122.80613400000001,110.88443400000001,7.5792,4.3425,2.0037279999999997,2.0037279999999997,287.31,42.0,245.31,44.0,0.0,7.004916000000001,0.1423
Yunnan,2001,973.21,793.39,83.66,31.87,64.29,0.0,2135.87,2518.63,838.31,731.62,106.69,137.05,368.56,8950.96,219.5391,203.8442,183.685,13.8199,6.3393,17.0644,15.589,1660.0,319.0,1121.0,90.0,9.0,11.8038,0.6331
Tibet,2001,607.28,552.7,40.77,12.34,1.47,0.0,12.7,23.9,1728.9,617.556428,1111.343572,85.3,467.7,0.0,16.0069,16.0069,0.8338,8.9433,6.2298,23.059,18.1432,8101.0,125.0,5719.0,1051.0,705.0,0.2424,0.0
Shaanxi,2001,296.64,255.8,1.64,27.4,11.8,0.0,758.73,673.96,664.5,533.5660592,130.93394080000002,64.1,378.0,5210.6,85.532995,75.760995,61.83649499999999,8.1703,5.7542,69.4701,43.467,3415.0,2050.0,332.0,896.0,586.0,42.4777,0.2588
Gansu,2001,565.85,349.39,25.69,124.54,64.18,2.05,613.94,595.99,1172.86,301.08,871.78,87.57,529.65,2627.4,65.133655,60.46595500000001,43.389734999999995,8.71514,8.361080000000001,15.5936,15.1581,14676.0,5354.0,2999.0,1560.0,351.0,11.9078,0.1807
Qinghai,2001,454.85,401.27,28.89,9.62,14.18,0.89,101.42,103.26,1676.79,279.5583662,1397.231634,89.31,485.91,226.27,22.1856,21.6279,7.0037,6.9973,7.6269,22.8289,21.6514,15775.0,346.0,4308.0,791.0,313.0,1.2941,0.0
Ningxia,2001,85.52,54.5,1.01,20.27,9.65,0.09,120.2,110.6,467.2,146.3875425,320.8124575,18.6,223.0,1267.4,16.311,13.8257,7.6003,2.5113,3.7141,27.6042,27.5997,6068.0,156.0,1619.0,863.0,404.0,8.7013,0.0815
Xinjiang,2001,630.67,386.4,99.38,126.06,2.84,15.99,166.08,151.92,3764.9,601.1431934,3163.756807,179.3,2147.3,4865.83,90.8357,76.6745,12.2003,23.9898,40.4844,87.8469,81.0898,69921.0,26402.0,12312.0,3127.0,973.0,20.3736,0.3061
Beijing,2002,30.99,27.43,0.48,2.02,1.06,0.0,483.18428,277.8286614,175.24,59.76,115.48,26.81,263.88,16385.89,70.68282892,42.9890996,33.82289960000001,4.922,4.2442,55.0933,55.0805,1380.0,44.0,1336.0,397.0,128.0,15.2145,0.2789
Tianjin,2002,44.13,37.29,0.71,4.47,1.66,0.0,362.36,269.94,93.73,34.44,59.29,27.93,124.74,8405.41,44.8287,33.4782,26.0899,4.5566,2.8317,33.5936,33.593,1110.0,77.0,1033.0,97.0,1.0,24.4677,0.0073
Hebei,2002,929.44,703.16,40.64,130.04,55.6,0.0,3541.06,2614.28,2101.12,897.3883519999999,1203.731648,480.02,2030.69,57389.69,458.2039,363.1001,265.1646,71.2296,26.7059,148.8852,136.8887,28657.0,4514.0,11860.0,4666.0,901.0,389.4434,0.8049
Shanxi,2002,297.99,217.49,5.22,36.62,38.66,0.0,592.03,472.74,1067.97,454.95522,613.01478,50.21,484.05,3508.3,64.9118,59.0174,45.3492,6.7239,6.9443,47.1644,44.7145,7685.0,1519.0,939.0,1702.0,668.0,45.6533,0.2485
Inner Mongolia,2002,543.37,327.32,79.67,77.73,50.96,7.69,838.4593,681.82,3951.74,1545.8,2405.94,129.6,2156.01,7005.95,145.7755,128.1837,74.884,19.489,33.8107,168.8941,165.1996,58538.0,33681.0,12712.0,5133.0,4531.0,27.6578,0.2298
Liaoning,2002,421.46,264.8,34.36,92.93,29.37,0.0,1539.8,1281.8,446.0,204.8924,241.1076,198.6,319.84,45592.0,253.892,166.4679,132.3696,29.6578,4.4405,30.8242,28.1231,9158.0,4073.0,4885.0,1119.0,372.0,159.8264,0.8148
Jilin,2002,560.39,460.0,64.98,17.29,18.12,0.0,1008.56,474.48,372.32,58.0,314.32,295.9,284.83,43547.7,204.2758,116.1104,75.642,36.9973,3.4711,18.8923,17.996,21675.0,18900.0,2775.0,362.0,48.0,84.0392,0.5463
Heilongjiang,2002,564.6,491.91,59.99,7.57,5.13,0.0,1131.31,1010.81,749.1,228.72,520.38,192.3,319.62,13856.39,143.9636,115.4026,82.4388,28.2361,4.7277,239.7707,235.7546,17505.0,4576.0,12929.0,251.0,194.0,84.5941,0.7781
Shanghai,2002,6.2,6.2,0.0,0.0,0.0,0.0,450.0,216.13,47.0,40.3636,6.6364,0.37,72.0,15900.0,51.5739,26.024,25.1,0.06,0.8640000000000001,27.9837,27.9837,68.0,0.0,68.0,171.0,0.0,16.6472,0.0716
Jiangsu,2002,78.84,63.61,0.97,11.82,2.44,0.0,2955.71,2011.7,1147.02,1109.5124460000002,37.507554,28.54,1504.26,60486.36,349.4,239.8571,217.36,5.3371,17.16,45.5096,45.269,746.0,512.0,234.0,8.0,0.0,187.25,0.6542
Zhejiang,2002,39.63,39.63,0.0,0.0,0.0,0.0,1719.15,1139.17,258.61,136.778829,121.831171,8.97,181.08,18693.32,147.8325,119.3965,115.0861,1.2269,3.0835,22.1539,22.1539,1637.0,0.0,1637.0,560.0,0.0,43.4886,6.9707
Anhui,2002,587.6439058,582.5039057999999,1.49,2.84,0.81,0.0,2453.87099,1995.371632,948.6547467,945.8087824999999,2.84596424,252.26,852.2,44203.84,316.9859973,248.46493289999998,201.2174212,35.31668633,11.93082541,7.3765,7.3764,131.0,14.0,117.0,83.0,12.0,115.3096,1.1622
Fujian,2002,109.4,109.3,0.07,0.0,0.0,0.0,1488.34,1132.89,106.4,106.4,0.0,23.9,107.8,18093.97,142.460032,114.407051,110.612051,2.3281,1.4669,14.1622,13.835999999999999,0.0,0.0,0.0,10.0,0.0,40.7915,0.6491
Jiangxi,2002,356.71,356.71,0.0,0.0,0.0,0.0,1957.03,1369.92,73.9,73.9,0.0,67.08,74.36,28153.71,195.483,157.0263,149.9062,5.9952,1.1249,7.8732,7.8732,0.0,0.0,0.0,0.0,0.0,35.3658,0.8524
Shandong,2002,1128.76,1018.93,17.89,76.87,15.07,0.0,3803.18,2882.96,3039.45,2389.0077,650.4423,488.12,3358.58,126352.58,626.9977,421.2127,314.8382,76.1473,30.2272,116.7595,90.3023,19527.0,4790.0,14737.0,8774.0,842.0,399.4099,1.0106
Henan,2002,1410.41,1330.63,21.59,38.34,19.85,0.0,4498.0,3800.0,3378.02,3036.502178,341.517822,640.0,3437.22,52847.92,570.01,493.5373,366.4908,89.2,37.8465,39.0047,36.0001,8990.0,1586.0,5206.0,2421.0,422.0,302.0,2.5375
Hubei,2002,401.87,399.28,1.68,0.65,0.26,0.0,2751.98,2107.632,301.94,300.55107599999997,1.388924,102.78,279.14,31506.97,278.2391583,237.74668219999998,218.795592,14.64891478,4.302175465,10.0973,10.0714,23.0,1.0,9.0,30.0,0.0,112.0984,0.7562
Hunan,2002,537.93,534.0,3.2,0.54,0.19,0.0,5653.1,3908.5,483.0,482.88,0.12,146.8,526.0,35286.0,472.53995,420.84585,396.8608,15.91605,8.068999999999999,3.0,3.0,3.0,3.0,0.0,8.0,0.0,62.7053,0.9598
Guangdong,2002,413.1406,413.04,0.1004,0.0,0.0,0.0,3162.15,2062.33,31.24,31.24,0.0,46.68,25.21,96613.9,348.5309,231.2612,225.75,5.0198,0.4914,11.1014,10.8248,0.0,0.0,0.0,8.0,0.0,32.8266,1.2736
Guangxi,2002,807.96,766.48,38.36,0.05,3.07,0.0,2656.54,3029.29,232.43,232.43,0.0,129.08,181.54,22918.33,248.54961,204.9973,190.76,11.5927,2.6446,3.1101,3.1007,0.0,0.0,0.0,0.0,0.0,14.9547,0.636
Hainan,2002,149.47,149.47,0.0,0.0,0.0,0.0,273.24,309.09,94.81,94.81,0.0,28.56,90.15,6960.62,39.688514,27.070626,23.260526000000002,2.5688,1.2413,0.0365,0.0365,0.0,0.0,0.0,0.0,0.0,3.1108,0.0455
Chongqing,2002,168.14,164.47,2.36,0.22,1.09,0.0,1748.96,1690.56,213.03,212.838273,0.191727,43.64,207.1,11482.01,152.9855,134.3212,126.9273,5.0311,2.3628,8.0952,8.0952,8.0,8.0,0.0,4.0,0.0,31.5797,0.4911
Sichuan,2002,1161.45,1067.4,78.09,7.84,8.12,0.0,6202.56,5376.22,1329.0,975.6189,353.3811,218.82,1094.0,37148.5,568.0127,499.29,458.85,23.64,16.8,39.315,38.9321,4800.0,378.0,2129.0,433.0,30.0,121.1137,2.9396
Guizhou,2002,771.04,692.57,76.23,0.18,2.06,0.0,1285.0,1869.07,360.74,339.64,21.1,66.99,200.65,4519.53,138.639043,128.67863,115.2135,8.970692999999999,4.4944370000000005,2.527202247,2.527202247,301.68,48.0,253.68,36.08,0.0,7.927141579,0.17360599999999998
Yunnan,2002,930.2259,750.39,83.0678,31.9836,64.7845,0.0,2259.86,2486.9,784.13,689.25027,94.87973000000001,153.81,417.64,9652.3,235.8334,218.737,195.8607,15.6801,7.1962,19.0439,17.5178,1569.0,325.0,963.0,92.0,34.0,13.1574,0.6365
Tibet,2002,633.28,577.13,42.4,12.36,1.39,0.0,14.4,23.7,1782.39,642.58,1139.81,89.48,530.38,0.0,17.2176,17.2176,0.9182,9.4034,6.896,24.3075,19.0061,8472.0,147.0,2970.0,1468.0,815.0,0.2539,0.0
Shaanxi,2002,306.86,267.55,1.43,26.74,11.14,0.0,770.1,735.2,760.06,594.41,165.65,71.13,447.02,5505.0,86.98841999999999,76.46271999999999,60.221819999999994,9.3908,6.8501,83.0786,54.0298,3220.0,1601.0,388.0,1055.0,637.0,46.3563,0.2923
Gansu,2002,590.91,378.96,26.06,120.65,63.28,1.96,639.01,625.05,1209.06,307.222146,901.8378539999999,89.5,583.69,3017.66,70.12536,64.83476,46.008720000000004,9.487,9.339039999999999,17.267,16.8446,15314.0,5277.0,3229.0,1573.0,356.0,12.4102,0.141
Qinghai,2002,462.18,410.66,27.31,9.0,14.31,0.9,104.55,104.76,1732.85,295.62421,1437.22579,91.28,475.35,188.56,22.7875,22.1997,7.1703,7.0293,8.0001,23.5277,22.0342,15930.0,1043.0,4670.0,763.97,314.0,1.3672,0.0481
Ningxia,2002,90.45,62.36,0.71,18.9,8.41,0.07,138.2,126.22,476.03,128.147276,347.882724,23.26,288.71,1475.14,18.9059,16.1737,8.7915,2.9071,4.4751,30.7704,30.7472,6718.0,244.0,1476.0,873.0,426.0,9.0424,0.1034
Xinjiang,2002,654.43,414.1,99.71,122.22,2.59,15.81,202.3,205.1,3908.2,626.4,3281.8,188.7,2363.04,6196.54,100.16,83.3757,14.86,25.8985,42.6172,101.1339,94.8672,74422.0,28832.0,15863.0,3361.0,1034.0,22.6366,0.3497
Beijing,2003,32.97,29.8,0.48,1.82,0.87,0.0,466.97,248.5,182.98,57.94,125.04,29.84,300.95,16672.15,70.25906214,42.56486014,32.68806014,5.1798,4.697,63.6735,63.2919,1245.0,42.0,1203.0,397.0,153.0,16.1755,0.3231
Tianjin,2003,48.77,42.91,0.55,3.79,1.52,0.0,412.94,245.09,106.49,39.33,67.16,32.82,142.45,9441.88,53.4206,40.7408,32.211,5.4147,3.1151,43.2268,43.2264,1186.0,81.0,1105.0,95.0,1.0,24.2486,0.0
Hebei,2003,944.28,737.09,36.83,121.05,49.31,0.0,3875.1,2763.41,2209.71,911.06,1298.6,526.73,2179.48,63314.07,502.4093,397.8592,290.2523,78.5867,29.0202,207.6101,197.9021,30004.0,4345.0,12614.0,4075.0,958.0,415.1898,0.6485
Shanxi,2003,294.09,218.34,4.7,35.53,35.52,0.0,610.24,462.53,1015.77,415.4,600.4,49.76,496.99,3381.67,66.508,60.6654,46.7852,6.6687,7.2115,55.6342,53.24100000000001,8401.0,1724.0,972.0,1715.0,672.0,50.3488,0.2818
Inner Mongolia,2003,615.43,409.73,72.02,78.64,47.48,7.56,791.91,647.73,4450.15,1617.23,2832.92,149.07,2867.74,9234.94,162.7246,140.6134,71.2719,24.0252,45.3163,312.2129,308.0222,69255.0,38240.0,13990.0,5793.0,5338.0,34.4437,0.2653
Liaoning,2003,455.03,301.88,33.33,91.86,27.96,0.0,1712.8,1275.42,1076.86,471.1,605.8,224.63,403.1,47962.0,280.1452,186.8741,147.9091,33.8692,5.0958,46.4086,42.6899,10587.0,4385.0,5572.0,1393.0,719.0,169.5053,0.1075
Jilin,2003,599.41,500.0,64.38,18.29,16.74,0.0,1127.08,523.89,392.0,60.04,331.96,322.01,303.0,44323.55,218.5029,128.5437,84.531,40.2513,3.7614,23.2841,22.6804,24453.0,19507.0,3504.0,401.0,50.0,90.0092,0.6321
Heilongjiang,2003,592.29,526.39,53.0,7.7,5.2,0.0,1174.2,1046.22,1029.5,403.0,626.5,203.52,422.7,14273.08,151.4638,122.1706,85.5715,29.9303,6.6688,303.9465,300.4701,20606.0,7452.0,13154.0,713.0,393.0,90.2852,0.7016
Shanghai,2003,6.28,6.28,0.0,0.0,0.0,0.0,410.0,195.0,62.0,53.5,8.5,0.15,72.0,14800.0,50.839,25.54,24.6,0.06,0.88,27.0508,27.0508,45.0,0.0,45.0,131.0,0.0,15.0703,0.1032
Jiangsu,2003,74.12,66.4,0.87,5.98,0.87,0.0,3009.06,1992.96,1205.14,1184.81,20.33,29.9,1548.04,61151.7,354.7791,244.3936,221.1648,5.582999999999999,17.6458,49.9508,49.781000000000006,646.0,398.0,248.0,10.0,8.0,188.1862,0.6349
Zhejiang,2003,38.9,38.9,0.0,0.0,0.0,0.0,1792.01,1132.38,262.9,138.5,124.4,9.56,200.21,20761.32,153.9336,122.2195,117.2357,1.3788,3.605,24.7275,24.7275,1671.0,0.0,1671.0,70.65,0.0,42.2043,8.1391
Anhui,2003,496.3255,492.5555,1.03,2.13,0.61,0.0,2557.166,2019.3144399999999,1049.922,1047.0,2.9,248.96,1077.9,45328.34,329.636792,259.632682,209.687612,34.854498,15.090572,9.0176,9.0138,126.0,14.0,112.0,93.0,4.0,119.7758,1.156
Fujian,2003,109.93,109.93,0.0,0.0,0.0,0.0,1603.126454,1180.8089810000001,123.77,123.77,0.0,25.58,118.65,17210.95,146.23152030000003,120.5513688,116.43336880000001,2.4844,1.6336,19.5049,19.1903,0.0,0.0,0.0,10.0,0.0,42.3956,0.7238
Jiangxi,2003,358.55,358.55,0.0,0.0,0.0,0.0,1858.8,1301.18,103.67,88.26,15.41,72.54,86.97,30856.47,195.2222,151.0958,142.7407,6.9627,1.3924,10.8862,10.8862,0.0,0.0,0.0,0.0,0.0,37.0631,0.9609
Shandong,2003,1143.8506,1040.1706,16.89,72.54,14.25,0.0,4016.1626,2975.2145,3133.6745,2443.85,689.82,509.11,3466.05,135918.96,662.1097,445.2146,332.6371,79.65,32.9275,148.3766,124.3868,19761.0,4553.0,15208.0,8791.0,916.0,424.6878,1.0327
Henan,2003,1469.45,1396.0,21.56,34.53,17.36,0.0,4850.0,3914.0,3315.8,2921.9,393.9,652.8,3780.0,59300.0,603.5504,521.0,386.0,93.0,42.0,52.6,49.6,10680.0,1674.0,6195.0,2639.0,394.0,326.2,3.8229
Hubei,2003,404.0,401.49,1.65,0.66,0.2,0.0,3000.7,2123.34,327.11,326.3,0.8,104.45,319.68,33297.39,301.142139,258.398261,238.584338,14.886935000000001,4.926988,11.0714,11.0714,20.0,0.0,0.0,452.0,0.0,117.3735,0.8385
Hunan,2003,560.27,556.2,3.36,0.52,0.19,0.0,5905.8,4108.7,588.37,588.25,0.12,148.3,604.9,41497.0,503.7902,444.796,419.3258,16.0787,9.3915,5.2508,5.2508,3.0,3.0,0.0,10.0,0.0,64.5865,0.8741
