Domain,Area,Element,Item,Year,Unit,Value,Flag Description
Livestock Primary,China,Production,"Meat, cattle",1980,10000 tonnes,27.2702,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, cattle",1981,10000 tonnes,27.2848,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, cattle",1982,10000 tonnes,27.9049,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, cattle",1983,10000 tonnes,30.0326,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, cattle",1984,10000 tonnes,34.0597,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, cattle",1985,10000 tonnes,38.5804,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, cattle",1986,10000 tonnes,49.2544,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, cattle",1987,10000 tonnes,69.1568,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, cattle",1988,10000 tonnes,79.9669,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, cattle",1989,10000 tonnes,95.3194,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, cattle",1990,10000 tonnes,112.1789,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, cattle",1991,10000 tonnes,135.66899999999998,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, cattle",1992,10000 tonnes,158.9862,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, cattle",1993,10000 tonnes,199.2436,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, cattle",1994,10000 tonnes,214.8828,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, cattle",1995,10000 tonnes,260.2028,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, cattle",1996,10000 tonnes,300.2649,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, cattle",1997,10000 tonnes,365.0313,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, cattle",1998,10000 tonnes,403.7586,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, cattle",1999,10000 tonnes,424.3457,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, cattle",2000,10000 tonnes,465.1944,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, cattle",2001,10000 tonnes,472.9195,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, cattle",2002,10000 tonnes,485.3389,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, cattle",2003,10000 tonnes,514.0601,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, cattle",2004,10000 tonnes,529.5249,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, cattle",2005,10000 tonnes,535.6644,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, cattle",2006,10000 tonnes,549.944,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, cattle",2007,10000 tonnes,584.5638,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, cattle",2008,10000 tonnes,584.0656,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, cattle",2009,10000 tonnes,606.0069,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, cattle",2010,10000 tonnes,624.3716,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, cattle",2011,10000 tonnes,618.2155,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, cattle",2012,10000 tonnes,630.635,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, cattle",2013,10000 tonnes,641.045,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, cattle",2014,10000 tonnes,656.6674,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, cattle",2015,10000 tonnes,667.0031,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, cattle",2016,10000 tonnes,682.2810000000001,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, cattle",2017,10000 tonnes,691.1741,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, chicken",1961,10000 Head,48019.0,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, chicken",1962,10000 Head,49650.0,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, chicken",1963,10000 Head,50766.6,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, chicken",1964,10000 Head,51948.8,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, chicken",1965,10000 Head,54413.7,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, chicken",1966,10000 Head,55756.6,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, chicken",1967,10000 Head,58066.0,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, chicken",1968,10000 Head,59317.3,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, chicken",1969,10000 Head,61907.6,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, chicken",1970,10000 Head,63111.8,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, chicken",1971,10000 Head,66807.5,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, chicken",1972,10000 Head,72024.7,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, chicken",1973,10000 Head,74763.9,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, chicken",1974,10000 Head,78787.6,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, chicken",1975,10000 Head,81468.6,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, chicken",1976,10000 Head,88156.2,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, chicken",1977,10000 Head,93695.0,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, chicken",1978,10000 Head,99953.4,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, chicken",1979,10000 Head,103302.4,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, chicken",1980,10000 Head,108176.3,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, chicken",1981,10000 Head,112454.6,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, chicken",1982,10000 Head,117706.9,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, chicken",1983,10000 Head,123496.3,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, chicken",1984,10000 Head,126534.4,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, chicken",1985,10000 Head,131527.4,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, chicken",1986,10000 Head,149505.0,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, chicken",1987,10000 Head,163522.1,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, chicken",1988,10000 Head,193865.8,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, chicken",1989,10000 Head,196354.6,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, chicken",1990,10000 Head,212914.3,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, chicken",1991,10000 Head,242842.0,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, chicken",1992,10000 Head,268485.0,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, chicken",1993,10000 Head,343097.9,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, chicken",1994,10000 Head,375407.4,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, chicken",1995,10000 Head,443793.6,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, chicken",1996,10000 Head,453694.1,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, chicken",1997,10000 Head,550077.2,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, chicken",1998,10000 Head,581234.9,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, chicken",1999,10000 Head,625780.1,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, chicken",2000,10000 Head,662877.0,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, chicken",2001,10000 Head,645119.6,"Aggregate, may include official, semi-official, estimated or calculated data"
