Domain Code,Domain,Country Code,Country,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",641,Food supply quantity (tonnes),2762,Demersal Fish,1990,1990,tonnes,995193.24,S,Standardized data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",641,Food supply quantity (tonnes),2762,Demersal Fish,1991,1991,tonnes,1126123.06,S,Standardized data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",641,Food supply quantity (tonnes),2762,Demersal Fish,1992,1992,tonnes,1358805.19,S,Standardized data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",641,Food supply quantity (tonnes),2762,Demersal Fish,1993,1993,tonnes,1407932.47,S,Standardized data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",641,Food supply quantity (tonnes),2762,Demersal Fish,1994,1994,tonnes,1975525.4,S,Standardized data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",641,Food supply quantity (tonnes),2762,Demersal Fish,1995,1995,tonnes,2594565.44,S,Standardized data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",641,Food supply quantity (tonnes),2762,Demersal Fish,1996,1996,tonnes,2650375.34,S,Standardized data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",641,Food supply quantity (tonnes),2762,Demersal Fish,1997,1997,tonnes,2582181.19,S,Standardized data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",641,Food supply quantity (tonnes),2762,Demersal Fish,1998,1998,tonnes,2822460.15,S,Standardized data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",641,Food supply quantity (tonnes),2762,Demersal Fish,1999,1999,tonnes,2611015.17,S,Standardized data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",641,Food supply quantity (tonnes),2762,Demersal Fish,2000,2000,tonnes,3005583.09,S,Standardized data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",641,Food supply quantity (tonnes),2762,Demersal Fish,2001,2001,tonnes,2946882.8,S,Standardized data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",641,Food supply quantity (tonnes),2762,Demersal Fish,2002,2002,tonnes,2934291.79,S,Standardized data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",641,Food supply quantity (tonnes),2762,Demersal Fish,2003,2003,tonnes,4146259.68,S,Standardized data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",641,Food supply quantity (tonnes),2762,Demersal Fish,2004,2004,tonnes,4513283.58,S,Standardized data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",641,Food supply quantity (tonnes),2762,Demersal Fish,2005,2005,tonnes,4403470.8,S,Standardized data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",641,Food supply quantity (tonnes),2762,Demersal Fish,2006,2006,tonnes,4615445.94,S,Standardized data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",641,Food supply quantity (tonnes),2762,Demersal Fish,2007,2007,tonnes,4624994.14,S,Standardized data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",641,Food supply quantity (tonnes),2762,Demersal Fish,2008,2008,tonnes,4698786.33,S,Standardized data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",641,Food supply quantity (tonnes),2762,Demersal Fish,2009,2009,tonnes,4386618.15,S,Standardized data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",641,Food supply quantity (tonnes),2762,Demersal Fish,2010,2010,tonnes,4525646.97,S,Standardized data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",641,Food supply quantity (tonnes),2762,Demersal Fish,2011,2011,tonnes,4645557.95,S,Standardized data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",641,Food supply quantity (tonnes),2762,Demersal Fish,2012,2012,tonnes,4675471.07,S,Standardized data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",641,Food supply quantity (tonnes),2762,Demersal Fish,2013,2013,tonnes,4675471.07,S,Standardized data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",646,Food supply quantity (g/capita/day),2762,Demersal Fish,1961,1961,g/capita/day,2.16,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",646,Food supply quantity (g/capita/day),2762,Demersal Fish,1962,1962,g/capita/day,2.23,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",646,Food supply quantity (g/capita/day),2762,Demersal Fish,1963,1963,g/capita/day,2.19,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",646,Food supply quantity (g/capita/day),2762,Demersal Fish,1964,1964,g/capita/day,2.15,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",646,Food supply quantity (g/capita/day),2762,Demersal Fish,1965,1965,g/capita/day,2.2,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",646,Food supply quantity (g/capita/day),2762,Demersal Fish,1966,1966,g/capita/day,2.15,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",646,Food supply quantity (g/capita/day),2762,Demersal Fish,1967,1967,g/capita/day,2.09,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",646,Food supply quantity (g/capita/day),2762,Demersal Fish,1968,1968,g/capita/day,2.09,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",646,Food supply quantity (g/capita/day),2762,Demersal Fish,1969,1969,g/capita/day,2.04,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",646,Food supply quantity (g/capita/day),2762,Demersal Fish,1970,1970,g/capita/day,1.95,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",646,Food supply quantity (g/capita/day),2762,Demersal Fish,1971,1971,g/capita/day,1.99,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",646,Food supply quantity (g/capita/day),2762,Demersal Fish,1972,1972,g/capita/day,2.13,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",646,Food supply quantity (g/capita/day),2762,Demersal Fish,1973,1973,g/capita/day,2.29,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",646,Food supply quantity (g/capita/day),2762,Demersal Fish,1974,1974,g/capita/day,2.37,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",646,Food supply quantity (g/capita/day),2762,Demersal Fish,1975,1975,g/capita/day,1.87,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",646,Food supply quantity (g/capita/day),2762,Demersal Fish,1976,1976,g/capita/day,1.64,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",646,Food supply quantity (g/capita/day),2762,Demersal Fish,1977,1977,g/capita/day,2.07,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",646,Food supply quantity (g/capita/day),2762,Demersal Fish,1978,1978,g/capita/day,2.33,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",646,Food supply quantity (g/capita/day),2762,Demersal Fish,1979,1979,g/capita/day,1.87,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",646,Food supply quantity (g/capita/day),2762,Demersal Fish,1980,1980,g/capita/day,1.94,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",646,Food supply quantity (g/capita/day),2762,Demersal Fish,1981,1981,g/capita/day,2.26,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",646,Food supply quantity (g/capita/day),2762,Demersal Fish,1982,1982,g/capita/day,2.3,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",646,Food supply quantity (g/capita/day),2762,Demersal Fish,1983,1983,g/capita/day,1.74,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",646,Food supply quantity (g/capita/day),2762,Demersal Fish,1984,1984,g/capita/day,2.19,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",646,Food supply quantity (g/capita/day),2762,Demersal Fish,1985,1985,g/capita/day,2.03,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",646,Food supply quantity (g/capita/day),2762,Demersal Fish,1986,1986,g/capita/day,2.2,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",646,Food supply quantity (g/capita/day),2762,Demersal Fish,1987,1987,g/capita/day,2.13,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",646,Food supply quantity (g/capita/day),2762,Demersal Fish,1988,1988,g/capita/day,1.69,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",646,Food supply quantity (g/capita/day),2762,Demersal Fish,1989,1989,g/capita/day,2.07,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",646,Food supply quantity (g/capita/day),2762,Demersal Fish,1990,1990,g/capita/day,2.34,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",646,Food supply quantity (g/capita/day),2762,Demersal Fish,1991,1991,g/capita/day,2.61,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",646,Food supply quantity (g/capita/day),2762,Demersal Fish,1992,1992,g/capita/day,3.11,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",646,Food supply quantity (g/capita/day),2762,Demersal Fish,1993,1993,g/capita/day,3.18,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",646,Food supply quantity (g/capita/day),2762,Demersal Fish,1994,1994,g/capita/day,4.41,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",646,Food supply quantity (g/capita/day),2762,Demersal Fish,1995,1995,g/capita/day,5.74,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",646,Food supply quantity (g/capita/day),2762,Demersal Fish,1996,1996,g/capita/day,5.82,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",646,Food supply quantity (g/capita/day),2762,Demersal Fish,1997,1997,g/capita/day,5.63,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",646,Food supply quantity (g/capita/day),2762,Demersal Fish,1998,1998,g/capita/day,6.11,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",646,Food supply quantity (g/capita/day),2762,Demersal Fish,1999,1999,g/capita/day,5.62,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",646,Food supply quantity (g/capita/day),2762,Demersal Fish,2000,2000,g/capita/day,6.43,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",646,Food supply quantity (g/capita/day),2762,Demersal Fish,2001,2001,g/capita/day,6.27,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",646,Food supply quantity (g/capita/day),2762,Demersal Fish,2002,2002,g/capita/day,6.21,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",646,Food supply quantity (g/capita/day),2762,Demersal Fish,2003,2003,g/capita/day,8.72,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",646,Food supply quantity (g/capita/day),2762,Demersal Fish,2004,2004,g/capita/day,9.44,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",646,Food supply quantity (g/capita/day),2762,Demersal Fish,2005,2005,g/capita/day,9.15,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",646,Food supply quantity (g/capita/day),2762,Demersal Fish,2006,2006,g/capita/day,9.54,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",646,Food supply quantity (g/capita/day),2762,Demersal Fish,2007,2007,g/capita/day,9.5,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",646,Food supply quantity (g/capita/day),2762,Demersal Fish,2008,2008,g/capita/day,9.59,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",646,Food supply quantity (g/capita/day),2762,Demersal Fish,2009,2009,g/capita/day,8.89,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",646,Food supply quantity (g/capita/day),2762,Demersal Fish,2010,2010,g/capita/day,9.12,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",646,Food supply quantity (g/capita/day),2762,Demersal Fish,2011,2011,g/capita/day,9.3,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",646,Food supply quantity (g/capita/day),2762,Demersal Fish,2012,2012,g/capita/day,9.3,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",646,Food supply quantity (g/capita/day),2762,Demersal Fish,2013,2013,g/capita/day,9.24,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",645,Food supply quantity (kg/capita/yr),2762,Demersal Fish,1961,1961,kg,0.79,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",645,Food supply quantity (kg/capita/yr),2762,Demersal Fish,1962,1962,kg,0.81,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",645,Food supply quantity (kg/capita/yr),2762,Demersal Fish,1963,1963,kg,0.8,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",645,Food supply quantity (kg/capita/yr),2762,Demersal Fish,1964,1964,kg,0.78,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",645,Food supply quantity (kg/capita/yr),2762,Demersal Fish,1965,1965,kg,0.8,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",645,Food supply quantity (kg/capita/yr),2762,Demersal Fish,1966,1966,kg,0.78,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",645,Food supply quantity (kg/capita/yr),2762,Demersal Fish,1967,1967,kg,0.76,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",645,Food supply quantity (kg/capita/yr),2762,Demersal Fish,1968,1968,kg,0.76,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",645,Food supply quantity (kg/capita/yr),2762,Demersal Fish,1969,1969,kg,0.74,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",645,Food supply quantity (kg/capita/yr),2762,Demersal Fish,1970,1970,kg,0.71,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",645,Food supply quantity (kg/capita/yr),2762,Demersal Fish,1971,1971,kg,0.73,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",645,Food supply quantity (kg/capita/yr),2762,Demersal Fish,1972,1972,kg,0.78,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",645,Food supply quantity (kg/capita/yr),2762,Demersal Fish,1973,1973,kg,0.84,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",645,Food supply quantity (kg/capita/yr),2762,Demersal Fish,1974,1974,kg,0.86,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",645,Food supply quantity (kg/capita/yr),2762,Demersal Fish,1975,1975,kg,0.68,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",645,Food supply quantity (kg/capita/yr),2762,Demersal Fish,1976,1976,kg,0.6,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",645,Food supply quantity (kg/capita/yr),2762,Demersal Fish,1977,1977,kg,0.76,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",645,Food supply quantity (kg/capita/yr),2762,Demersal Fish,1978,1978,kg,0.85,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",645,Food supply quantity (kg/capita/yr),2762,Demersal Fish,1979,1979,kg,0.68,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",645,Food supply quantity (kg/capita/yr),2762,Demersal Fish,1980,1980,kg,0.71,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",645,Food supply quantity (kg/capita/yr),2762,Demersal Fish,1981,1981,kg,0.82,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",645,Food supply quantity (kg/capita/yr),2762,Demersal Fish,1982,1982,kg,0.84,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",645,Food supply quantity (kg/capita/yr),2762,Demersal Fish,1983,1983,kg,0.63,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",645,Food supply quantity (kg/capita/yr),2762,Demersal Fish,1984,1984,kg,0.8,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",645,Food supply quantity (kg/capita/yr),2762,Demersal Fish,1985,1985,kg,0.74,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",645,Food supply quantity (kg/capita/yr),2762,Demersal Fish,1986,1986,kg,0.8,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",645,Food supply quantity (kg/capita/yr),2762,Demersal Fish,1987,1987,kg,0.78,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",645,Food supply quantity (kg/capita/yr),2762,Demersal Fish,1988,1988,kg,0.62,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",645,Food supply quantity (kg/capita/yr),2762,Demersal Fish,1989,1989,kg,0.76,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",645,Food supply quantity (kg/capita/yr),2762,Demersal Fish,1990,1990,kg,0.85,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",645,Food supply quantity (kg/capita/yr),2762,Demersal Fish,1991,1991,kg,0.95,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",645,Food supply quantity (kg/capita/yr),2762,Demersal Fish,1992,1992,kg,1.13,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",645,Food supply quantity (kg/capita/yr),2762,Demersal Fish,1993,1993,kg,1.16,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",645,Food supply quantity (kg/capita/yr),2762,Demersal Fish,1994,1994,kg,1.61,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",645,Food supply quantity (kg/capita/yr),2762,Demersal Fish,1995,1995,kg,2.1,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",645,Food supply quantity (kg/capita/yr),2762,Demersal Fish,1996,1996,kg,2.12,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",645,Food supply quantity (kg/capita/yr),2762,Demersal Fish,1997,1997,kg,2.05,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",645,Food supply quantity (kg/capita/yr),2762,Demersal Fish,1998,1998,kg,2.23,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",645,Food supply quantity (kg/capita/yr),2762,Demersal Fish,1999,1999,kg,2.05,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",645,Food supply quantity (kg/capita/yr),2762,Demersal Fish,2000,2000,kg,2.35,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",645,Food supply quantity (kg/capita/yr),2762,Demersal Fish,2001,2001,kg,2.29,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",645,Food supply quantity (kg/capita/yr),2762,Demersal Fish,2002,2002,kg,2.27,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",645,Food supply quantity (kg/capita/yr),2762,Demersal Fish,2003,2003,kg,3.18,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",645,Food supply quantity (kg/capita/yr),2762,Demersal Fish,2004,2004,kg,3.44,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",645,Food supply quantity (kg/capita/yr),2762,Demersal Fish,2005,2005,kg,3.34,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",645,Food supply quantity (kg/capita/yr),2762,Demersal Fish,2006,2006,kg,3.48,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",645,Food supply quantity (kg/capita/yr),2762,Demersal Fish,2007,2007,kg,3.47,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",645,Food supply quantity (kg/capita/yr),2762,Demersal Fish,2008,2008,kg,3.5,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",645,Food supply quantity (kg/capita/yr),2762,Demersal Fish,2009,2009,kg,3.25,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",645,Food supply quantity (kg/capita/yr),2762,Demersal Fish,2010,2010,kg,3.33,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",645,Food supply quantity (kg/capita/yr),2762,Demersal Fish,2011,2011,kg,3.39,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",645,Food supply quantity (kg/capita/yr),2762,Demersal Fish,2012,2012,kg,3.4,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",645,Food supply quantity (kg/capita/yr),2762,Demersal Fish,2013,2013,kg,3.37,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",664,Food supply (kcal/capita/day),2762,Demersal Fish,1961,1961,kcal/capita/day,1,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",664,Food supply (kcal/capita/day),2762,Demersal Fish,1962,1962,kcal/capita/day,1,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",664,Food supply (kcal/capita/day),2762,Demersal Fish,1963,1963,kcal/capita/day,1,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",664,Food supply (kcal/capita/day),2762,Demersal Fish,1964,1964,kcal/capita/day,1,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",664,Food supply (kcal/capita/day),2762,Demersal Fish,1965,1965,kcal/capita/day,1,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",664,Food supply (kcal/capita/day),2762,Demersal Fish,1966,1966,kcal/capita/day,1,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",664,Food supply (kcal/capita/day),2762,Demersal Fish,1967,1967,kcal/capita/day,1,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",664,Food supply (kcal/capita/day),2762,Demersal Fish,1968,1968,kcal/capita/day,1,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",664,Food supply (kcal/capita/day),2762,Demersal Fish,1969,1969,kcal/capita/day,1,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",664,Food supply (kcal/capita/day),2762,Demersal Fish,1970,1970,kcal/capita/day,1,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",664,Food supply (kcal/capita/day),2762,Demersal Fish,1971,1971,kcal/capita/day,1,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",664,Food supply (kcal/capita/day),2762,Demersal Fish,1972,1972,kcal/capita/day,1,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",664,Food supply (kcal/capita/day),2762,Demersal Fish,1973,1973,kcal/capita/day,1,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",664,Food supply (kcal/capita/day),2762,Demersal Fish,1974,1974,kcal/capita/day,1,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",664,Food supply (kcal/capita/day),2762,Demersal Fish,1975,1975,kcal/capita/day,1,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",664,Food supply (kcal/capita/day),2762,Demersal Fish,1976,1976,kcal/capita/day,1,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",664,Food supply (kcal/capita/day),2762,Demersal Fish,1977,1977,kcal/capita/day,1,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",664,Food supply (kcal/capita/day),2762,Demersal Fish,1978,1978,kcal/capita/day,1,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",664,Food supply (kcal/capita/day),2762,Demersal Fish,1979,1979,kcal/capita/day,1,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",664,Food supply (kcal/capita/day),2762,Demersal Fish,1980,1980,kcal/capita/day,1,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",664,Food supply (kcal/capita/day),2762,Demersal Fish,1981,1981,kcal/capita/day,1,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",664,Food supply (kcal/capita/day),2762,Demersal Fish,1982,1982,kcal/capita/day,1,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",664,Food supply (kcal/capita/day),2762,Demersal Fish,1983,1983,kcal/capita/day,1,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",664,Food supply (kcal/capita/day),2762,Demersal Fish,1984,1984,kcal/capita/day,1,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",664,Food supply (kcal/capita/day),2762,Demersal Fish,1985,1985,kcal/capita/day,1,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",664,Food supply (kcal/capita/day),2762,Demersal Fish,1986,1986,kcal/capita/day,1,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,41,"China, mainland",664,Food supply (kcal/capita/day),2762,Demersal Fish,1987,1987,kcal/capita/day,1,Fc,Calculated data
