Domain,Country,Element,Item,Year,Unit,Value,Flag Description
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Offals, Edible",1964,10000 tonnes,29.293,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Offals, Edible",1965,10000 tonnes,33.6292,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Offals, Edible",1966,10000 tonnes,36.7094,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Offals, Edible",1967,10000 tonnes,37.4634,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Offals, Edible",1968,10000 tonnes,36.9294,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Offals, Edible",1969,10000 tonnes,35.7764,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Offals, Edible",1970,10000 tonnes,35.6641,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Offals, Edible",1971,10000 tonnes,41.5306,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Offals, Edible",1972,10000 tonnes,46.118,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Offals, Edible",1973,10000 tonnes,47.4453,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Offals, Edible",1974,10000 tonnes,47.3055,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Offals, Edible",1975,10000 tonnes,47.4385,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Offals, Edible",1976,10000 tonnes,47.685,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Offals, Edible",1977,10000 tonnes,48.7014,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Offals, Edible",1978,10000 tonnes,47.4745,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Offals, Edible",1979,10000 tonnes,56.8589,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Offals, Edible",1980,10000 tonnes,62.1998,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Offals, Edible",1981,10000 tonnes,66.0418,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Offals, Edible",1982,10000 tonnes,72.0548,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Offals, Edible",1983,10000 tonnes,74.8636,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Offals, Edible",1984,10000 tonnes,82.8478,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Offals, Edible",1985,10000 tonnes,90.7777,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Offals, Edible",1986,10000 tonnes,99.9179,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Offals, Edible",1987,10000 tonnes,110.3832,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Offals, Edible",1988,10000 tonnes,119.6329,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Offals, Edible",1989,10000 tonnes,127.6838,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Offals, Edible",1990,10000 tonnes,146.2568,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Offals, Edible",1991,10000 tonnes,157.9003,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Offals, Edible",1992,10000 tonnes,173.0815,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Offals, Edible",1993,10000 tonnes,188.886,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Offals, Edible",1994,10000 tonnes,203.8759,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Offals, Edible",1995,10000 tonnes,224.6437,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Offals, Edible",1996,10000 tonnes,231.0585,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Offals, Edible",1997,10000 tonnes,260.8928,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Offals, Edible",1998,10000 tonnes,275.705,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Offals, Edible",1999,10000 tonnes,304.1424,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Offals, Edible",2000,10000 tonnes,319.9629,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Offals, Edible",2001,10000 tonnes,325.6,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Offals, Edible",2002,10000 tonnes,331.3818,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Offals, Edible",2003,10000 tonnes,346.6566,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Offals, Edible",2004,10000 tonnes,350.3866,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Offals, Edible",2005,10000 tonnes,352.2047,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Offals, Edible",2006,10000 tonnes,362.9659,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Offals, Edible",2007,10000 tonnes,388.6094,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Offals, Edible",2008,10000 tonnes,407.8771,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Offals, Edible",2009,10000 tonnes,404.9435,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Offals, Edible",2010,10000 tonnes,456.6968,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Offals, Edible",2011,10000 tonnes,469.7771,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Offals, Edible",2012,10000 tonnes,471.2595,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Offals, Edible",2013,10000 tonnes,477.081,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Offals, Edible",1961,g/capita/day,0.46,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Offals, Edible",1962,g/capita/day,0.56,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Offals, Edible",1963,g/capita/day,0.9,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Offals, Edible",1964,g/capita/day,1.15,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Offals, Edible",1965,g/capita/day,1.29,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Offals, Edible",1966,g/capita/day,1.38,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Offals, Edible",1967,g/capita/day,1.37,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Offals, Edible",1968,g/capita/day,1.31,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Offals, Edible",1969,g/capita/day,1.24,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Offals, Edible",1970,g/capita/day,1.2,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Offals, Edible",1971,g/capita/day,1.36,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Offals, Edible",1972,g/capita/day,1.47,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Offals, Edible",1973,g/capita/day,1.48,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Offals, Edible",1974,g/capita/day,1.45,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Offals, Edible",1975,g/capita/day,1.42,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Offals, Edible",1976,g/capita/day,1.41,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Offals, Edible",1977,g/capita/day,1.41,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Offals, Edible",1978,g/capita/day,1.36,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Offals, Edible",1979,g/capita/day,1.61,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Offals, Edible",1980,g/capita/day,1.73,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Offals, Edible",1981,g/capita/day,1.81,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Offals, Edible",1982,g/capita/day,1.95,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Offals, Edible",1983,g/capita/day,2.0,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Offals, Edible",1984,g/capita/day,2.17,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Offals, Edible",1985,g/capita/day,2.34,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Offals, Edible",1986,g/capita/day,2.53,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Offals, Edible",1987,g/capita/day,2.74,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Offals, Edible",1988,g/capita/day,2.91,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Offals, Edible",1989,g/capita/day,3.05,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Offals, Edible",1990,g/capita/day,3.44,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Offals, Edible",1991,g/capita/day,3.66,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Offals, Edible",1992,g/capita/day,3.96,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Offals, Edible",1993,g/capita/day,4.27,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Offals, Edible",1994,g/capita/day,4.56,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Offals, Edible",1995,g/capita/day,4.97,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Offals, Edible",1996,g/capita/day,5.07,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Offals, Edible",1997,g/capita/day,5.69,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Offals, Edible",1998,g/capita/day,5.97,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Offals, Edible",1999,g/capita/day,6.55,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Offals, Edible",2000,g/capita/day,6.85,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Offals, Edible",2001,g/capita/day,6.93,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Offals, Edible",2002,g/capita/day,7.01,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Offals, Edible",2003,g/capita/day,7.29,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Offals, Edible",2004,g/capita/day,7.33,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Offals, Edible",2005,g/capita/day,7.32,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Offals, Edible",2006,g/capita/day,7.5,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Offals, Edible",2007,g/capita/day,7.98,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Offals, Edible",2008,g/capita/day,8.32,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Offals, Edible",2009,g/capita/day,8.21,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Offals, Edible",2010,g/capita/day,9.2,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Offals, Edible",2011,g/capita/day,9.41,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Offals, Edible",2012,g/capita/day,9.38,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Offals, Edible",2013,g/capita/day,9.43,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Offals, Edible",1961,g/capita/day,0.08,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Offals, Edible",1962,g/capita/day,0.1,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Offals, Edible",1963,g/capita/day,0.16,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Offals, Edible",1964,g/capita/day,0.21,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Offals, Edible",1965,g/capita/day,0.23,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Offals, Edible",1966,g/capita/day,0.25,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Offals, Edible",1967,g/capita/day,0.24,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Offals, Edible",1968,g/capita/day,0.23,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Offals, Edible",1969,g/capita/day,0.22,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Offals, Edible",1970,g/capita/day,0.21,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Offals, Edible",1971,g/capita/day,0.24,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Offals, Edible",1972,g/capita/day,0.26,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Offals, Edible",1973,g/capita/day,0.26,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Offals, Edible",1974,g/capita/day,0.26,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Offals, Edible",1975,g/capita/day,0.25,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Offals, Edible",1976,g/capita/day,0.25,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Offals, Edible",1977,g/capita/day,0.25,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Offals, Edible",1978,g/capita/day,0.24,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Offals, Edible",1979,g/capita/day,0.28,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Offals, Edible",1980,g/capita/day,0.31,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Offals, Edible",1981,g/capita/day,0.32,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Offals, Edible",1982,g/capita/day,0.34,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Offals, Edible",1983,g/capita/day,0.35,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Offals, Edible",1984,g/capita/day,0.39,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Offals, Edible",1985,g/capita/day,0.42,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Offals, Edible",1986,g/capita/day,0.45,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Offals, Edible",1987,g/capita/day,0.49,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Offals, Edible",1988,g/capita/day,0.52,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Offals, Edible",1989,g/capita/day,0.54,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Offals, Edible",1990,g/capita/day,0.61,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Offals, Edible",1991,g/capita/day,0.65,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Offals, Edible",1992,g/capita/day,0.71,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Offals, Edible",1993,g/capita/day,0.76,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Offals, Edible",1994,g/capita/day,0.81,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Offals, Edible",1995,g/capita/day,0.89,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Offals, Edible",1996,g/capita/day,0.91,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Offals, Edible",1997,g/capita/day,1.02,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Offals, Edible",1998,g/capita/day,1.07,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Offals, Edible",1999,g/capita/day,1.17,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Offals, Edible",2000,g/capita/day,1.22,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Offals, Edible",2001,g/capita/day,1.24,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Offals, Edible",2002,g/capita/day,1.25,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Offals, Edible",2003,g/capita/day,1.3,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Offals, Edible",2004,g/capita/day,1.3,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Offals, Edible",2005,g/capita/day,1.3,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Offals, Edible",2006,g/capita/day,1.33,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Offals, Edible",2007,g/capita/day,1.42,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Offals, Edible",2008,g/capita/day,1.48,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Offals, Edible",2009,g/capita/day,1.46,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Offals, Edible",2010,g/capita/day,1.64,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Offals, Edible",2011,g/capita/day,1.68,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Offals, Edible",2012,g/capita/day,1.68,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Offals, Edible",2013,g/capita/day,1.69,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Pelagic Fish,1961,10000 tonnes,8.0,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Pelagic Fish,1962,10000 tonnes,8.4,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Pelagic Fish,1963,10000 tonnes,8.4,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Pelagic Fish,1964,10000 tonnes,8.4,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Pelagic Fish,1965,10000 tonnes,8.8,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Pelagic Fish,1966,10000 tonnes,8.8,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Pelagic Fish,1967,10000 tonnes,8.8,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Pelagic Fish,1968,10000 tonnes,9.2,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Pelagic Fish,1969,10000 tonnes,9.2,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Pelagic Fish,1970,10000 tonnes,20.19,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Pelagic Fish,1971,10000 tonnes,6.75,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Pelagic Fish,1972,10000 tonnes,29.3,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Pelagic Fish,1973,10000 tonnes,25.01,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Pelagic Fish,1974,10000 tonnes,22.4407,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Pelagic Fish,1975,10000 tonnes,17.5681,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Pelagic Fish,1976,10000 tonnes,16.2492,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Pelagic Fish,1977,10000 tonnes,19.0614,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Pelagic Fish,1978,10000 tonnes,35.0766,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Pelagic Fish,1979,10000 tonnes,32.7549,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Pelagic Fish,1980,10000 tonnes,37.6548,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Pelagic Fish,1981,10000 tonnes,33.7457,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Pelagic Fish,1982,10000 tonnes,42.5149,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Pelagic Fish,1983,10000 tonnes,24.5664,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Pelagic Fish,1984,10000 tonnes,17.469585000000002,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Pelagic Fish,1985,10000 tonnes,19.155784,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Pelagic Fish,1986,10000 tonnes,25.532454,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Pelagic Fish,1987,10000 tonnes,40.242114,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Pelagic Fish,1988,10000 tonnes,33.784184,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Pelagic Fish,1989,10000 tonnes,24.9842,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Pelagic Fish,1990,10000 tonnes,35.3933,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Pelagic Fish,1991,10000 tonnes,55.60005,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Pelagic Fish,1992,10000 tonnes,53.72991700000001,Standardized data
