Area,Year,"Stock, cattle","Stock, goat & sheep","Stock, pig","Stock, birds","Slaughtered, cattle","Slaughtered, goat & sheep","Slaughtered, pig","Slaughtered, birds","Meat Production, cattle","Meat Production, goat & sheep","Meat Production, pig","Meat Production, birds","Egg Production, birds","Milk Production, cow","Meat Yield, cattle","Meat Yield, goat & sheep","Meat Yield, pig","Meat Yield, birds","Aquatic, total","Aquatic, animals","Marine, total","Marine, caught","Marine, farmed",Marine Fish,Marine Crustaceans,Marine Molluscs,Marine Plants,"Marine, others","Freshwater, total","Freshwater, caught","Freshwater, farmed",Freshwater Fish,Freshwater Crustaceans,Freshwater Molluscs,"Freshwater, others"
Henan,2003,1396.0,3315.8,3914.0,,652.8,3780.0,4850.0,59300.0,93.0,42.0,386.0,,326.2,49.6,,,,,38.95,38.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.95,2.6163,36.3337,37.6122,1.0261,0.0,0.2654
Hubei,2003,401.49,327.11,2123.34,,104.45,319.68,3000.7,33297.39,14.886935,4.926988,238.584338,,117.3735,11.0714,,,,,286.7643,286.7643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,286.7643,40.4266,246.3377,270.8926,10.4153,3.7522,1.7042
Hunan,2003,556.2,588.37,4108.7,,148.3,604.9,5905.8,41497.0,16.0787,9.3915,419.3258,,64.5865,5.2508,,,,,156.5947,156.5947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.5947,17.5582,139.0365,150.0712,2.436,2.5332,1.5543
Guangdong,2003,398.26,27.76,1961.05,,53.26,28.66,3269.71,102183.02,5.8056,0.5531,234.45,,32.5169,10.5505,,,,,648.5465,644.9342,379.2069,181.9063,197.3006,158.74,39.7037,170.2718,3.6123,6.8791,269.33959,13.08389,256.2557,237.93576000000002,19.100929999999998,7.4218,4.8811
Guangxi,2003,760.61,246.57,2637.67,,144.35,194.36,2555.14,21206.93,12.93,2.8205,179.7608,,14.9628,3.8166,,,,,264.6137,264.5509,168.7368,85.1042,83.6326,60.526,20.0784,83.9159,0.0628,4.1537,95.8769,10.5284,85.3485,91.9316,1.3344,2.0728,0.5381
Hainan,2003,147.04,93.86,346.56,,30.48,92.43,346.27,8145.5,2.7079,1.256,28.381725,,2.5912,0.0604,,,,,123.069,119.0816,104.5128,89.561,14.9518,76.8959,13.8756,5.9291,3.9874,3.8248,18.5562,2.267,16.2892,16.8848,0.379,0.3129,0.9795
Chongqing,2003,169.88,245.09,1719.56,,45.95,235.33,1818.39,12658.06,5.3281,2.7193,132.0965,,35.3554,9.0608,,,,,22.4893,22.4893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.4893,1.2238,21.2655,21.996,0.1238,0.2454,0.1241
Sichuan,2003,1078.0,1370.2,5564.87,,236.5,1133.4,6236.87,41086.2,25.6,17.4,461.6,,133.612,45.44,,,,,76.4047,76.4047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.4047,5.6853,70.7194,74.5688,0.4515,0.63,0.7544
Guizhou,2003,721.66,391.9,1867.47,,80.39,223.73,1398.15,5355.64,10.126961,4.4975,126.934473,,9.116213,3.377216,,,,,7.9585,7.9585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9587,0.9303,7.0284,7.7582,0.1591,0.0,0.0
Yunnan,2003,762.57,809.56,2554.13,,170.67,470.62,2384.5398,10682.98,17.5817,8.1781,208.7681,,14.3853,21.7489,,,,,20.4308,20.4308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.4308,2.403,18.0278,19.8209,0.498,0.0523,0.0596
Xizang,2003,591.41,1779.03,25.22,,96.28,516.19,13.94,0.0,10.7699,7.3671,0.8758,,0.2185,19.627,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shaanxi,2003,285.55,877.18,722.1,,78.64,518.91,816.4,5918.89,10.47,7.9433,61.96989,,49.0472,74.2077,,,,,6.6682,6.6682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6682,0.2951,6.3731,6.6366,0.0,0.0,0.0
Gansu,2003,390.43,1236.29,630.15,,100.5,660.83,675.87,3322.79,10.653,10.57328,48.66264,,13.4419,22.184,,,,,1.4344,1.4344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4344,0.1162,1.3182,1.4344,0.0,0.0,0.0
Qinghai,2003,405.59,1761.69,101.0,,93.46,508.58,105.35,248.82,7.0932,8.4919,7.4195,,1.4005,22.1398,,,,,0.1253,0.1253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1253,0.0,0.1195,0.1253,0.0,0.0,0.0
Ningxia,2003,70.50294612,474.4085344,125.05387720000002,,30.59,357.49,165.0927853,1692.5,3.742495558,5.519840133,10.65557595,,8.7093,38.5851,,,,,5.0384,5.0384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0384,0.0,5.007,5.0339,0.0,0.0,0.0
Xinjiang,2003,453.06,4104.3,191.17,,202.23,2626.94,240.7,7360.97,28.7743,45.5438,17.4057,,23.6194,113.0,,,,,6.7278,6.7278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7278,1.3094,5.4184,6.6241,0.0,0.0,0.1037
Beijing,2004,29.25,158.47,243.24,,28.96,315.92,460.52,17419.5,5.0894,4.9077,31.8148,,15.8858,70.041,,,,,6.6753,6.6753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6753,0.0,6.6753,6.6139,0.0,0.0,0.0
Tianjin,2004,43.4163,93.6128,252.42,,33.84,143.97,446.61,8500.31,5.5829,3.1509,33.0538,,24.38300000000001,54.2407,,,,,31.0033,31.0033,4.8606,3.7975,1.0631,1.8772,1.4168,1.4241,0.0,0.1425,26.1427,1.1301,25.0126,23.6034,2.3053,0.1078,0.1262
Hebei,2004,795.48,2361.7,2945.91,,557.85,2346.44,4160.14,65273.75,82.9053,31.0963,313.3789,,432.9416,266.4643,,,,,92.3788,92.3788,53.6902,31.112,22.5782,18.5987,9.4519,21.6517,0.0,3.9879,38.6886,8.2307,30.4579,35.1315,2.6843,0.5309,0.3419
Shanxi,2004,212.15,998.79,452.73,,49.94,497.64,610.52,3397.24,6.6997,7.2265,46.8241,,52.0443,61.1497,,,,,3.5364,3.5364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5364,0.2084,3.3280000000000003,3.5273,0.0,0.0,0.0
Neimenggu,2004,514.72,5318.48,711.22,,186.33,3782.99,875.84,12603.18,28.7156,60.3598,80.7935,,38.749,497.8733,,,,,7.7257,7.7257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7257,2.9014,4.8243,7.3987,0.2801,0.0,0.0
Liaoning,2004,329.05,1204.54,1364.84,,247.92,483.7,2102.16,51223.42,37.2899,6.115,175.2902,,192.3857,58.4479,,,,,402.5331,364.1626,346.1571,149.1192,197.0379,90.1019,36.1938,163.562,38.3705,17.9289,56.37600000000001,4.2269,52.1491,51.312,4.1562,0.0,0.902
Jilin,2004,525.03,410.0,568.04,,335.01,320.0,1159.09,45500.03,48.97,4.0001,98.52265,,95.0046,25.3245,,,,,11.9821,11.9821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.9821,2.7783,9.2038,11.9162,0.0,0.0,0.0
Heilongjiang,2004,532.77,1153.57,1217.28,,214.31,582.87,1295.53,14943.9,31.4213,9.0132,93.8719,,98.2877,374.4782,,,,,43.0066,43.0066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0066,5.3568,37.6498,42.5003,0.4637,0.0,0.0
Shanghai,2004,1.23,61.915,50.75,,0.05,53.61,106.53,3149.88,0.0,0.7457,5.8357,,10.5122,25.2001,,,,,34.4105,34.4105,13.4237,13.2008,0.2229,10.2468,1.5557,1.0614,0.0,0.5598,20.9868,0.4831,20.5037,13.9748,6.7437,0.0683,0.2
Jiangsu,2004,65.82,1196.89,1910.78,,28.43,1523.52,2988.63,58258.68,5.2915,17.3863,219.7532,,175.3895,53.6146,,,,,366.1285,364.3851,107.3982,58.9404,48.4578,37.4175,15.207,46.4981,1.7434,6.5322,258.7303,31.2776,227.4527,194.1049,51.6426,9.3392,3.6436
Zhejiang,2004,39.25,256.72,1125.27,,9.94,212.22,1893.08,19174.84,1.467,3.8213,126.4322,,42.0666,25.9523,,,,,493.5288,489.1875,414.9798,322.0358,92.944,202.06,85.0844,76.3123,4.3413,47.1818,78.54899999999998,9.0962,69.4528,54.2671,10.8893,4.8921,8.5005
Anhui,2004,461.7965343,953.8455922,1968.959166,,253.97,1173.56,2531.31,48245.28,35.55524000000001,16.42988853,207.56742,,120.0074,10.1856,,,,,171.3259,171.3259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.3259,35.7559,135.57,138.829,19.8142,10.0324,2.6503
Fujian,2004,107.84,128.94,1241.810541,,28.79,131.79,1725.8956629999998,17914.58,2.8263,1.8055,121.513827,,43.4384,20.7997,,,,,591.2117,546.8861999999998,523.2746,223.3279,299.9467,184.6631,34.6545,243.4884,44.3255,16.1431,67.9371,8.4567,59.4804,57.5082,3.6619,5.0897,1.6773
Jiangxi,2004,366.39,107.35,1441.45,,90.04,96.97,2051.05,32738.71,8.7147,1.5707,161.2125,,40.8111,11.6008,,,,,156.3427,156.3427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.3427,23.1619,133.1808,142.9868,5.5981,5.294,2.4638
Shandong,2004,998.83,3286.77,3058.19,,530.6,3641.44,4330.24,146834.98,79.5898,34.9881,346.4193,,432.8712,160.8798,,,,,718.1519999999997,664.4082999999998,612.097,270.21299999999997,341.884,176.4466,47.6055,296.4904,53.7437,37.8108,106.055,10.35,95.705,98.3254,5.9084,1.413,0.4082
Henan,2004,1423.92,3910.0,4232.0,,672.38,3953.88,5189.0,62858.0,98.325,44.646,410.318,,347.4,74.5,,,,,42.6958,42.6958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.6958,2.8604,39.8354,41.2631,1.0311,0.0693,0.3323
Hubei,2004,406.71,343.63,2190.04,,111.76,356.57,3126.15,33907.28,15.86992,5.82992,240.71355,,118.1061,11.6728,,,,,302.13,302.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302.13,39.366,262.764,285.8214,10.4976,3.9171,1.8939
Hunan,2004,583.55,671.08,4343.43,,154.56,662.12,6088.69,42816.63,16.8486,10.103375,429.1177,,88.0924,6.657,,,,,166.1048,166.1048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.1048,17.0303,149.0745,158.6118,2.5771,1.9888,2.9271
Guangdong,2004,394.97,32.23,1989.05,,58.84,33.97,3308.95,98744.44,6.3253,0.6284,237.73,,31.6745,10.9372,,,,,664.5646,661.1632000000002,381.787,171.0884,210.6986,149.5536,42.6851,171.8566,3.4014,14.2903,282.7776,12.9404,269.8372,248.4728,21.8051,7.545,4.9547
Guangxi,2004,739.71,278.06,2670.99,,163.48,217.71,2462.45,20166.09,14.5971,3.1956,161.7424,,16.1427,4.819,,,,,268.8879,268.819,165.805,79.9488,85.8562,51.1365,22.7324,83.7105,0.0689,8.1567,103.0829,10.9992,92.0837,98.7666,1.4575,2.0269,0.8319
Hainan,2004,147.04,90.13,370.21,,31.88,95.02,392.78,9218.53,2.8503,1.2752,32.144882,,2.6784,0.1009,,,,,135.8484,131.3215,115.052,99.0365,16.0155,83.5029,15.6423,5.4451,4.5269,5.9348,20.7964,2.4788,18.3176,19.160999999999998,0.3091,0.3677,0.9586
Chongqing,2004,163.74,285.62,1720.16,,52.72,285.63,1900.22,13696.02,5.7293,3.4045,137.1162,,36.5516,8.5143,,,,,23.4134,23.4134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.4134,1.2912,22.1222,23.0154,0.0878,0.1858,0.1244
Sichuan,2004,1105.0,1479.0,5627.31,,250.0,1224.0,6489.8,43551.0,27.0,18.8,480.2,,145.2134,52.6128,,,,,86.115,86.115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.115,6.1295,79.9855,84.6213,0.4774,0.4732,0.5431
Guizhou,2004,758.86,420.98,2033.14,,91.38,248.8,1328.21,6037.64,11.382704,5.01921,119.991026,,9.920174,3.562625,,,,,8.8475,8.8475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8475,1.0855,7.7620000000000005,8.5987,0.19699999999999998,0.0,0.0084
Yunnan,2004,788.62,853.16,2605.49,,190.21,512.48,2585.92,11452.67,19.8141,8.948,228.3367,,16.486,26.855,,,,,22.0498,22.0498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0498,2.537,19.5128,21.322,0.6152,0.0,0.1028
Xizang,2004,612.77,1815.58,26.17,,105.1,475.93,15.26,0.0,12.1891,7.5941,1.0418,,0.2937,20.289,,,,,0.0548,0.0548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0548,0.0512,0.0,0.0,0.0,0.0,0.0
Shaanxi,2004,300.9,941.76,756.6,,83.73,571.27,932.4,5853.19,11.1632,8.4354,69.91941,,48.3789,96.1935,,,,,7.3686,7.3686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3686,0.3886,6.98,7.3359,0.0,0.0,0.0
Gansu,2004,381.29,1302.37,641.01,,104.37,701.79,669.42,3419.9,11.27196,11.22864,48.19824000000001,,13.7287,25.5116,,,,,1.4539,1.4539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4539,0.08800000000000001,1.3659,1.4469,0.0,0.0,0.0
Qinghai,2004,383.77,1763.71,106.28,,97.19,535.99,114.45,236.43,7.2983,8.8438,8.0136,,1.4062,22.75,,,,,0.1477,0.1477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1477,0.0,0.1417,0.1377,0.0,0.0,0.0
Ningxia,2004,85.65,493.49,117.63,,34.52,370.65,155.66,1498.44,4.6554,6.06,10.1639,,7.8151,46.0576,,,,,5.6541,5.6541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6541,0.0,5.6143,5.6514,0.0,0.0,0.0
Xinjiang,2004,482.3,4266.73,206.67,,220.8,2790.53,304.19,8387.23,30.42,52.65,24.58,,24.986335,133.32,,,,,7.2239,7.2239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2239,1.2733,5.9506,7.1506,0.061,0.0,0.0
Beijing,2005,24.4,126.03,218.78,,24.54,256.13,448.72,16852.53,4.3758,3.9552,31.3309,,15.967,64.199,,,,,6.4258,6.4258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4258,0.0,6.4258,6.3739,0.0519,0.0,0.0
Tianjin,2005,44.4,84.69,255.45,,37.83,140.11,481.45,9205.64,6.2413,3.0403,35.6321,,23.4686,63.4135,,,,,33.8115,33.8115,4.8953,3.8038,1.0915,1.8362,1.3506,1.4907,0.0,0.2178,28.9162,1.2125,27.7037,26.1135,2.6304,0.1336,0.0
Hebei,2005,826.88,2481.97,3064.39,,579.26,2541.99,4510.58,70579.79,86.8593,33.7279,337.3696,,458.9667,340.3456,,,,,98.9461,98.9461,57.1808,31.0753,26.1055,19.1613,9.5057,24.7257,0.0,3.7881,41.7653,8.5489,33.2164,38.6333,2.3696,0.4989,0.2635
Shanxi,2005,218.59,1029.34,463.28,,51.58,513.22,627.12,3494.22,6.9254,7.4274,47.8821,,56.8789,71.2781,,,,,3.7542,3.7542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7542,0.1433,3.6109,3.7441,0.0,0.0,0.0
Neimenggu,2005,576.42,5419.99,738.65,,218.0,4539.6,957.72,14535.89,33.5973,72.4318,87.5931,,46.178,691.0481,,,,,8.2608,8.2608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2608,2.9254,5.3354,7.7127,0.4347,0.0,0.1134
Liaoning,2005,344.7355,995.6221,1453.55,,278.81,563.0,2301.86,54757.84,42.2495,7.11786,191.2416,,224.0456,74.8764,,,,,425.3388,385.88300000000004,364.1624,152.0371,212.1253,91.3006,34.9834,173.5305,39.4558,24.8921,61.1764,4.2449,56.9315,54.4402,5.6299,0.1109,0.9954
Jilin,2005,550.03,430.01,615.19,,350.02,335.01,1272.38,47997.98,51.0023,4.1801,108.1523,,100.001828,29.4037,,,,,11.892999999999999,11.892999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.892999999999999,2.4911,9.4019,11.7914,0.0822,0.0,0.0
Heilongjiang,2005,527.14,1180.3,1316.83,,212.86,693.7,1392.24,15096.34,31.1094,10.7257,100.4429,,102.7366,440.2393,,,,,44.597,44.597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.597,5.0762,39.5208,43.8486,0.5936,0.0,0.1097
Shanghai,2005,5.5,30.1,156.0,,0.3,46.63,280.0,7700.0,0.07,0.607516,18.01511,,8.4032,23.76327,,,,,35.3539,35.3539,15.0307,14.9567,0.07400000000000001,10.1093,1.6625,2.5525,0.0,0.7064,20.3232,0.3584,19.9648,12.6231,7.4451,0.0708,0.1842
Jiangsu,2005,64.61,1174.99,1927.2,,30.71,1569.06,2974.88,61706.22,5.7094,17.8756,218.5382,,182.005,56.6204,,,,,388.6555,386.7872,113.4311,58.2813,55.1498,38.0685,15.4402,51.0846,1.8683,6.9695,275.2244,32.9088,242.3156,207.7907,54.4725,8.8515,4.1097
Zhejiang,2005,35.54,222.35,1213.15,,9.25,218.03,1867.07,21624.47,1.3779,3.9221,125.1359,,44.5172,26.6685,,,,,483.7669,480.30699999999996,402.36800000000005,314.2573,88.1107,208.6061,86.9529,72.7194,3.4599,30.6297,81.3989,9.3313,72.0676,55.9147,11.6838,4.8002,9.0002
Anhui,2005,431.8247504,921.2632978,2034.04277,,235.58,1171.66,2629.49347,48794.44,32.98073926,16.4031746,215.6184645,,122.0556,11.0186,,,,,177.5721,177.5721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.5721,37.8756,139.6965,143.5646,20.3671,9.8974,3.7430000000000003
Fujian,2005,105.69,136.0,1330.1114710000004,,29.69,150.13,1878.994896,19585.02,2.9214,2.0646,133.4644633,,43.9097,19.4174,,,,,602.2167,555.3856,531.8809,222.1438,309.7371,186.8474,35.5546,247.82,46.8311,14.8278,70.3358,8.5225,61.8133,60.1608,3.7129,4.9299,1.5322
Jiangxi,2005,371.87,105.25,1566.68,,101.43,103.4,2237.8,35313.92,10.1884,1.6030000000000002,175.868,,42.0869,12.5094,,,,,168.6648,168.6648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.6648,24.8929,143.7719,152.8665,6.9186,5.3804,3.4993
Shandong,2005,970.712,3404.8231,3238.6913,,546.04,3876.86,4585.6914,173620.04,80.72196690000001,36.3550598,367.0533904,,441.8334,187.0747,,,,,736.1381,682.3286,626.1128,268.0834,358.0294,173.0402,46.8393,313.986,53.8095,38.4378,110.0253,12.2768,97.7485,102.3215,5.8266,1.3899,0.4873
Henan,2005,1447.0,3988.0,4439.0,,689.0,4166.0,5568.0,69270.0,100.783,46.6612,440.8252,,375.3,104.0,,,,,51.678000000000004,51.678000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.678000000000004,3.4569,48.2211,49.7481,1.4453,0.1428,0.3418
Hubei,2005,415.23,337.66,2340.3,,114.38,381.15,3428.4,35792.3,16.32145,5.9962,256.33843,,121.25,12.2223,,,,,318.2065,318.2065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318.2065,45.0484,273.1581,300.8424,11.2585,4.2319,1.8737
Hunan,2005,606.51,711.26,4435.01,,167.39,763.4,6176.33,39209.78,18.1813,11.6492,436.9684,,92.0579,6.909,,,,,179.2164,179.2164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.2164,18.519000000000002,160.6974,172.5019,2.6809,2.3825,1.6511
Guangdong,2005,372.2572,39.2006,2143.5,,67.08,40.3,3616.74,101019.4,7.2109,0.7093,256.2822,,33.1871,11.6415,,,,,695.2346,691.3175,397.9516,172.0459,225.9057,151.6699,46.3135,181.1592,3.9171,14.8919,297.283,13.027999999999999,284.255,262.9097,22.0273,7.7928,4.5532
Guangxi,2005,735.57,259.96,3015.04,,188.26,255.0,2831.87,27111.61,16.871,3.7623,186.00376,,17.7386,5.354,,,,,284.1935,284.1935,173.9581,84.5786,89.3795,55.8786,26.4369,84.9429,0.0,6.6824,110.2354,11.3148,98.9206,105.9761,1.6680000000000001,1.9283,0.6629999999999999
Hainan,2005,142.99,88.87,393.54,,33.11,97.62,427.49,8841.84,2.9599,1.3298,36.960676,,2.6516,0.114,,,,,150.012932,145.20673200000004,127.056132,107.9799,19.076232,91.152,18.7525,6.3966,4.8062,5.948832,22.9568,2.4255,20.5313,21.5724,0.1475,0.3257,0.9112
Chongqing,2005,167.18,303.61,1756.28,,54.2,300.48,1993.33,15038.23,5.8324,3.5883,143.8349,,39.1482,8.6076,,,,,25.0568,25.0568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0568,1.3005,23.7563,24.6658,0.0762,0.2022,0.1126
Sichuan,2005,1150.41,1587.28,5744.77,,262.14,1323.74,7105.02,47619.76,28.4986,20.0051,513.687,,157.1682,58.5645,,,,,98.249,98.249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.249,6.9112,91.3378,96.4779,0.5693,0.5639,0.6379
Guizhou,2005,793.17,448.33,1972.87,,103.08,280.26,1453.64,7038.77,12.4992,5.501,136.686227,,11.1106,3.7522,,,,,9.4589,9.4589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4589,1.225,8.2339,9.2248,0.1827,0.0,0.0
Yunnan,2005,802.1,976.93,2601.71,,207.14,568.26,2733.58,12148.9,21.7263,10.1047,244.1869,,18.995413,30.91042,,,,,23.8488,23.8488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.8488,2.5844,21.2644,23.1483,0.6267,0.0,0.0
Xizang,2005,632.47,1698.3,30.24,,106.07,483.07,18.85,0.0,12.76241,7.474983,1.221703,,0.4043,21.21193,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shaanxi,2005,308.95,930.87,764.1,,88.19,618.74,930.4,6366.02,11.8714,9.3368,68.41561,,48.7289,113.3389,,,,,7.3593,7.3593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3593,0.6065,6.7528,7.3311,0.0,0.0,0.0
Gansu,2005,476.85,1526.34,650.15,,118.64,778.8,700.12,3708.6,12.81312,12.4608,50.4612,,14.4803,31.1867,,,,,1.5675,1.5675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5675,0.127,1.4405,1.5675,0.0,0.0,0.0
Qinghai,2005,406.19,1765.68,105.12,,96.08,558.08,121.75,264.68,7.4356,9.1581,8.5506,,1.3884,23.6166,,,,,0.0878,0.0878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0878,0.0,0.0816,0.0878,0.0,0.0,0.0
Ningxia,2005,98.15035655,505.3511847,122.7100046,,37.57,389.23,163.078344,1848.11,5.203419711,6.403594513,10.67134154,,7.8314,57.85,,,,,5.8319,5.8319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8319,0.0,5.7934,5.7795,0.0,0.0,0.0
Xinjiang,2005,504.16,4355.5,228.49,,249.41,3081.88,384.0,10349.47,34.22,59.89,26.18,,24.9929,152.21737,,,,,7.932,7.932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.932,1.3749,6.5571,7.8242,0.0,0.0,0.1078
Beijing,2006,23.39,103.24,184.35,,16.94,126.15,382.82,11402.5,3.5816,2.9748,29.2523,,15.1847,61.9339,,,,,6.2438,6.2438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2438,0.0,6.2438,6.1532,0.0605,0.0,37.6439
Tianjin,2006,39.25,73.3,262.45,,22.89,59.37,503.16,6721.44,6.1588,2.7887,37.2046,,23.0846,68.275,,,,,34.4051,34.4051,4.9284,3.2827,1.6457,1.9208,1.8399,0.4572,0.0,0.7105,29.4767,1.1512,28.3255,25.781999999999996,3.3539999999999996,0.1534,0.0
Hebei,2006,829.85,2425.52,3006.39,,348.79,1726.4,4711.65625,48743.01,90.03605999999998,35.3668,352.1993219,,465.0866,407.6186,,,,,108.0,108.0,61.8499,31.3734,30.4765,20.1784,9.6378,28.3422,0.0,3.6915,46.1501,9.6512,36.4989,42.4418,2.7903,0.5506,0.0
Shanxi,2006,231.02,1140.71,479.31,,26.65,359.88,668.64,3292.34,7.1595,7.729,51.0567,,52.4066,81.0552,,,,,4.3606,4.3606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3606,0.1792,4.1814,4.2795,0.0,0.0,0.1873
Neimenggu,2006,630.88,5594.44,750.41,,227.7,4513.02,1054.28,9191.67,38.1763,80.9925,95.6137,,50.2779,869.1631,,,,,8.6546,8.6546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6546,2.9536,5.7010000000000005,8.2991,0.3298,0.0,0.3674
Liaoning,2006,370.7,818.4539,1560.6652,,236.45,597.23,2324.88,55341.16,44.3616,7.59715,195.6639,,237.4337,93.6952,,,,,439.8404,405.5644,370.5615,148.1696,222.3919,87.2972,34.8995,190.9541,34.275999999999996,23.1347,69.2789,3.5302,65.7487,62.9289,5.0855,0.0534,0.0529
Jilin,2006,600.0,450.0,647.2,,310.53,330.34,1343.7,43831.7,52.999089,4.349999,114.2145,,101.000001,34.5,,,,,13.0763,13.0763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0763,2.4528,10.6235,12.9853,0.0744,0.0,0.0257
Heilongjiang,2006,542.28,996.75,1506.08,,212.02,624.48,1409.79,13119.19,32.3083,11.9706,101.6753,,107.6302,460.3045,,,,,47.1184,47.1184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.1184,5.5259,41.5925,46.0031,0.907,0.0547,1.2111
Shanghai,2006,5.58,28.26,127.74,,0.12,17.93,252.7,4743.14,0.0,0.5709,16.3184,,6.7550300000000005,22.085812,,,,,38.786,38.786,19.4404,19.3987,0.0,15.4663,1.5284,0.0,0.0,2.4457,19.3456,0.6252,18.7204,11.6021,7.5363,0.0,0.0
Jiangsu,2006,64.3,1186.5,1826.96,,15.57,657.89,2977.32,63252.3,5.4236,17.9704,218.7074,,185.54,58.355,,,,,405.0118,403.0916,119.0755,58.4386,60.6369,36.0158,18.6259,55.9129,1.9202,6.6007,285.9363,32.6902,253.2461,215.5841,57.7384,8.7148,0.1536
Zhejiang,2006,31.37,198.32,1120.3026,,6.43,134.45,1899.381,21232.75,1.2871,3.6074,129.9445,,42.0013,25.4797,,,,,485.3393,481.2206,400.5231,311.9084,88.6147,207.2271,89.734,72.653,4.1187,26.7903,84.8162,9.3108,75.5054,56.7722,13.7212,4.6317,0.1771
Anhui,2006,308.45,819.8,1498.0,,123.35,929.59,2667.33,53749.7,34.3854,17.5604,226.72305,,123.5618,12.7955,,,,,186.6663,186.6663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.6663,35.1746,151.4917,148.2157,23.7242,10.6,3.8989999999999996
Fujian,2006,100.21,132.34,1332.586424,,19.5,104.14,1909.638213,17040.42,2.949,2.26,135.971076,,44.9181,17.0493,,,,,600.0951,549.862,528.8478,216.9678,311.88,181.6829,35.2325,246.3648,50.2331,15.3345,71.2473,8.7259,62.5214,60.978,3.615,5.0095,9.6911
